Unnamed: 0,RETURN_ID,FILING_TYPE,EIN,TAX_PERIOD_x,SUB_DATE,TAXPAYER_NAME,RETURN_TYPE,DLN,OBJECT_ID,NAME,ICO,STREET,CITY,STATE,ZIP,INCOME_AMT,ASSET_AMT,TAX_PERIOD_y
5527,15807873,EFILE,931271976,201712,10/18/2018 10:26:09 AM,AUSPLUND TOOZE FAMILY FOUNDATION,990PF,93491135040318,201811359349104031,AUSPLUND TOOZE FAMILY FOUNDATION,% MARY AUSPLUND TOOZE PRES,5454 SW BURTON DR,PORTLAND,OR,97221-2522,5540529.0,8446655.0,201712.0
4438,15735346,EFILE,470927354,201712,9/27/2018 7:54:23 AM,SKY VIEW FOUNDATION CO JEANNE BECKER,990PF,93491204006138,201832049349100613,SKY VIEW FOUNDATION,% ROBERT COOLEY-GILLIOM,PO BOX 280,LAKE OSWEGO,OR,97034-0280,5139033.0,15326826.0,201712.0
5975,16016709,EFILE,421566765,201712,12/18/2018 11:58:41 AM,STOLLER FAMILY FOUNDATION,990PF,93491319038838,201833199349103883,STOLLER FAMILY FOUNDATION,% WILLIAM H STOLLER,7401 SW WASHO CT STE 200,TUALATIN,OR,97062-8343,5049173.0,5757929.0,201712.0
5969,16000327,EFILE,261478178,201712,12/13/2018 4:53:33 PM,MADRONA HILL FOUNDATION,990PF,93491310009618,201813109349100961,MADRONA HILL FOUNDATION,% CHERYL G BURNHAM,PO BOX 4514,SALEM,OR,97302-8514,4857634.0,4924336.0,201712.0
2295,15227802,EFILE,931230039,201706,3/21/2018 6:25:05 AM,MORRIS FAMILY FOUNDATION,990PF,93491031006198,201840319349100619,MORRIS FAMILY FOUNDATION,% GARY ROSENBERGER,839 ALDER CREEK DR,MEDFORD,OR,97504-8900,3980909.0,7320968.0,201806.0
5418,15895803,EFILE,460846415,201712,11/8/2018 6:18:44 PM,C3INITIATIVE,990PF,93491134035448,201841349349103544,C3 INITIATIVE,,7326 N CHICAGO AVE,PORTLAND,OR,97203-4869,3931591.0,9431654.0,201712.0
4047,15543547,EFILE,226930631,201712,7/27/2018 8:30:06 AM,ROUNDHOUSE FOUNDATION,990PF,93491124010288,201831249349101028,ROUNDHOUSE FOUNDATION IRRV CHARITABLE TR,% KATHY DEGGENDORFER,PO BOX 2078,SISTERS,OR,97759-2078,3915870.0,17535096.0,201712.0
4826,15719835,EFILE,931266648,201712,9/21/2018 10:48:04 PM,CHAMBERS FAMILY FOUNDATION,990PF,93491135042028,201821359349104202,CHAMBERS FAMILY FOUNDATION,% CAROLYN S CHAMBERS,800 WILLAMETTE ST STE 750,EUGENE,OR,97401-2904,3835610.0,15472344.0,201712.0
3895,15686474,EFILE,823283045,201712,9/13/2018 9:07:58 AM,ENDERBY FOUNDATION,990PF,93491135032928,201821359349103292,ENDERBY FOUNDATION,,1459 GREENTREE CIR,LAKE OSWEGO,OR,97034-6963,3500000.0,3500000.0,201712.0
5276,15838188,EFILE,460494578,201712,10/26/2018 2:56:43 PM,PLAYA FOUNDATION,990PF,93491242000158,201802429349100015,PLAYA FOUNDATION,,47531 HIGHWAY 31,SUMMER LAKE,OR,97640-8713,3033715.0,3000595.0,201712.0
5411,15901602,EFILE,203912349,201712,11/9/2018 12:03:46 PM,JAY AND DIANE ZIDELL CHARITABLE FOUNDATION,990PF,93491284005188,201832849349100518,JAY AND DIANE ZIDELL CHARITABLEFOUNDATION,% JAY ZIDELL,2020 SW 4TH AVE STE 600,PORTLAND,OR,97201-4960,3025267.0,19166124.0,201712.0
3393,15595328,EFILE,936234071,201712,8/17/2018 7:56:14 AM,WILLIAM H BAUMAN AND MARY L BAUMAN FOUNDATION,990PF,93491086003038,201830869349100303,WILLIAM H BAUMAN & MARY L BAUMAN FOUNATION,,7991 SW EDGEWATER E,WILSONVILLE,OR,97070-9483,2892014.0,8979181.0,201712.0
5227,15842281,EFILE,300179374,201712,10/29/2018 8:15:07 AM,CRABBY BEACH FOUNDATION CO JEANNE BECKER,990PF,93491240007128,201822409349100712,CRABBY BEACH FOUNDATION,% CAROLINE COOLEY BROWNE,PO BOX 280,LAKE OSWEGO,OR,97034-0280,2573148.0,50919949.0,201712.0
4144,15742016,EFILE,931221596,201712,9/28/2018 2:31:47 PM,GLENNCO FOUNDATION ATTN GLENN T LORENZ,990PF,93491131012238,201831319349101223,GLENNCO FOUNDATION,,2626 SWAN LAKE RD,KLAMATH FALLS,OR,97603-9674,2522988.0,4993777.0,201712.0
3565,15621058,EFILE,943157812,201712,8/27/2018 12:22:55 PM,POZNANSKI FOUNDATION,990PF,93491083001018,201810839349100101,POZNANSKI FOUNDATION,,21660 SW 65TH AVE,TUALATIN,OR,97062-6746,2487512.0,2566158.0,201712.0
2184,15220903,EFILE,936272124,201709,3/15/2018 6:52:15 PM,BRAEMAR CHARITABLE TRUST MARTHA B COX CO-TRUSTEE,990PF,93491024007018,201810249349100701,BRAEMAR CHARITABLE TRUST,% MARTHA B COX,PO BOX 25442,PORTLAND,OR,97298-0442,2434434.0,18210230.0,201809.0
6202,15958046,EFILE,474432319,201712,11/29/2018 4:33:47 PM,LOVE ABOUNDS FOUNDATION,990PF,93491270004348,201842709349100434,LOVE ABOUNDS FOUNDATION,% BRIAN MAXWELL,300 N VALLEY DR,GRANTS PASS,OR,97526-8533,2365574.0,445398.0,201712.0
107,15100811,EFILE,930491360,201706,1/9/2018 9:39:38 AM,CARPENTER FOUNDATION,990PF,93491345003057,201703459349100305,CARPENTER FOUNDATION,,824 E MAIN ST STE 102,MEDFORD,OR,97504-7135,2240344.0,17344321.0,201706.0
5236,15891863,EFILE,931254171,201712,11/8/2018 8:50:18 AM,MARIE LAMFROM CHARITABLE FOUNDATION TRUST,990PF,93491274004118,201812749349100411,MARIE LAMFROM CHARITABLE FOUNDATION 091898,,9740 SW HILLMAN CT STE 200,WILSONVILLE,OR,97070-7710,2237077.0,22596570.0,201712.0
6058,15951799,EFILE,208020190,201806,11/28/2018 10:34:36 AM,CHARLES D TROVER FAMILY FOUNDATION,990PF,93491305003348,201843059349100334,CHARLES D TROVER FAMILY FOUNDATION,% CHARLES D TROVER,16025 SW ROBERTS RD,SHERWOOD,OR,97140-5061,2234867.0,6163832.0,201806.0
2898,15348537,EFILE,931246381,201712,5/29/2018 7:56:41 AM,FRANKLIN AND DOROTHY PIACENTINI CHARITABLE TRUST,990PF,93491135032148,201841359349103214,FRANKLIN AND DOROTHY PIACENTINI CHARITABLE TRUST,% DR FRANKLIN PIACENTINI,900 NW LOVEJOY ST APT 903,PORTLAND,OR,97209-3482,2226710.0,2577695.0,201712.0
4483,15756939,EFILE,821057365,201712,10/2/2018 7:38:58 PM,JOHN AND ELIZABETH ALLTUCKER CHARITABLE FOUNDATION,990PF,93491194000188,201831949349100018,JOHN AND ELIZABETH ALLTUCKER CHARITABLE FOUNDATION,% SCOTT ALLTUCKER,339 SILVER HILLS CIR SE,SALEM,OR,97306-1882,2207195.0,2156620.0,201712.0
5950,16024693,EFILE,931305216,201712,12/19/2018 12:51:33 PM,WALTER R BEHRENS FOUNDATION,990PF,93491316014218,201813169349101421,WALTER R BEHRENS FOUNDATION,% WALTER R BEHRENS,820 BARTLETT ST,SILVERTON,OR,97381-1238,2199512.0,1917072.0,201712.0
3113,15459055,EFILE,931208721,201712,6/21/2018 7:24:19 PM,BILL HEALY FOUNDATION,990PF,93491134034008,201801349349103400,BILL HEALY FOUNDATION,,PO BOX 4525,PORTLAND,OR,97208-4525,2099092.0,33416448.0,201712.0
4042,15562517,EFILE,611776451,201712,8/3/2018 10:34:50 AM,BLUM FAMILY FOUNDATION,990PF,93491129029078,201821299349102907,BLUM FAMILY FOUNDATION,,3124 TAYLOR RD,CENTRAL POINT,OR,97502-9723,2078752.0,4226610.0,201712.0
6198,15951517,EFILE,431992271,201712,11/28/2018 8:59:14 AM,FAIRBRIDGE FOUNDATION,990PF,93491299004048,201842999349100404,FAIRBRIDGE FOUNDATION,% JAMES HARRIS,17373 CANYON DR,LAKE OSWEGO,OR,97034-6711,2042034.0,7662504.0,201712.0
3489,15575848,EFILE,472606838,201712,8/9/2018 12:09:34 PM,TAREEN FILGAS FOUNDATION,990PF,93491123000048,201841239349100004,TAREEN FILGAS FOUNDATION,% SHOAIB TAREEN,PO BOX 2445,TUALATIN,OR,97062-2445,1916773.0,12918019.0,201712.0
2440,15220830,EFILE,931221623,201709,3/15/2018 6:14:26 PM,CARL AND CAMILLA RIETMAN CHARITABLE FOUNDATION,990PF,93491046008728,201820469349100872,CARL AND CAMILLA RIETMAN CHARITABLE FOUNDATION,,1784 KOOS BAY BLVD,COOS BAY,OR,97420-2634,1760036.0,5308962.0,201709.0
233,15086930,EFILE,931150643,201706,1/5/2018 6:02:54 AM,INTERMOUNTAIN PUBLIC DEFENDER INC,990PF,93491335003037,201733359349100303,INTERMOUNTAIN PUBLIC DEFENDERS INC,% L KENT FISHER DIR,331 SE BYERS AVE,PENDLETON,OR,97801-2324,1706000.0,706703.0,201806.0
6166,16026976,EFILE,261469914,201712,12/19/2018 8:57:45 PM,HUDDART FAMILY FOUNDATION,990PF,93491310011038,201833109349101103,HUDDART FAMILY FOUNDATION,% JAMES L HUDDART,109 S 1ST ST,SILVERTON,OR,97381-1609,1641646.0,3236535.0,201712.0
4722,15720259,EFILE,205237609,201712,9/21/2018 11:53:28 PM,ERATH FAMILY FOUNDATION CO IRVINE AND COMPANY CPAS LLC,990PF,93491176005648,201841769349100564,ERATH FAMILY FOUNDATION,% IRVINE & CO CPAS LLC,345 NE 102ND AVE,PORTLAND,OR,97220-4108,1523158.0,3130119.0,201712.0
4875,15753771,EFILE,262768979,201712,10/2/2018 9:21:45 AM,COLLINS COMPANIES FOUNDATION,990PF,93491134042918,201811349349104291,COLLINS COMPANIES FOUNDATION,% TIMOTHY R BISHOP,29100 SW TOWN CENTER LOOP W STE 300,WILSONVILLE,OR,97070-9315,1451989.0,5714563.0,201712.0
363,15086837,EFILE,931267972,201706,1/5/2018 5:41:44 AM,GORDON ELWOOD FOUNDATION,990PF,93491317024307,201703179349102430,GORDON ELWOOD FOUNDATION,,670 SUPERIOR CT,MEDFORD,OR,97504-6174,1449751.0,10399391.0,201806.0
3251,15543881,EFILE,946749856,201712,7/27/2018 9:18:03 AM,JONAS FAMILY FOUNDATION TRUST,990PF,93491134046558,201801349349104655,JONAS FAMILY FOUNDATION TRUST,,60355 SUNSET VIEW DR,BEND,OR,97702-8111,1449536.0,8858218.0,201712.0
5860,15953306,EFILE,581845413,201712,11/28/2018 7:45:33 PM,JAMES R KUSE FAMILY FOUNDATION,990PF,93491257007198,201842579349100719,JAMES R KUSE FAMILY FOUNDATION,,PO BOX 8989,PORTLAND,OR,97207-8989,1393423.0,5090974.0,201712.0
168,15107844,EFILE,931191941,201612,1/10/2018 10:04:51 AM,MERRILL FAMILY FOUNDATION INC,990PF,93491319045757,201703199349104575,MERRILL FAMILY FOUNDATION INC,% CHARLES W MERRILL,17952 SW PARRISH LN,SHERWOOD,OR,97140-8857,1379580.0,5246037.0,201712.0
169,15838144,EFILE,931191941,201712,10/26/2018 2:17:08 PM,MERRILL FAMILY FOUNDATION INC,990PF,93491241010058,201802419349101005,MERRILL FAMILY FOUNDATION INC,% CHARLES W MERRILL,17952 SW PARRISH LN,SHERWOOD,OR,97140-8857,1379580.0,5246037.0,201712.0
402,15070555,EFILE,272831197,201612,1/2/2018 2:20:51 PM,KARUNA FOUNDATION,990PF,93491318014417,201713189349101441,KARUNA FOUNDATION,% ERIC LEMELSON,3514 N VANCOUVER AVE STE 320,PORTLAND,OR,97227-2026,1359183.0,21385174.0,201712.0
5281,15855036,EFILE,931326797,201712,10/31/2018 11:31:57 AM,FREDERICK D AND GAIL Y JUBITZ FOUNDATION,990PF,93491152004168,201811529349100416,THE FREDERICK D & GAIL Y JUBITZ FOUNDATION,% FREDERICK D JUBITZ PRES,33 NE MIDDLEFIELD RD,PORTLAND,OR,97211-1233,1353829.0,1948808.0,201712.0
1782,15078922,EFILE,943027910,201612,1/3/2018 10:13:05 PM,SINGER FOUNDATION,990PF,93491317019897,201743179349101989,SINGER FOUNDATION,,457 SPYGLASS DR,EUGENE,OR,97401-2091,1281824.0,3975264.0,201712.0
1783,15861323,EFILE,943027910,201712,11/1/2018 11:04:31 AM,SINGER FOUNDATION,990PF,93491247002188,201832479349100218,SINGER FOUNDATION,,457 SPYGLASS DR,EUGENE,OR,97401-2091,1281824.0,3975264.0,201712.0
2683,15385561,EFILE,936021333,201712,6/7/2018 11:33:11 PM,AUTZEN FOUNDATION,990PF,93491134006378,201821349349100637,AUTZEN FOUNDATION,,PO BOX 3709,PORTLAND,OR,97208-3709,1153183.0,8275872.0,201712.0
4752,15718425,EFILE,272245059,201712,9/21/2018 7:30:42 PM,BARBARA EMILY KNUDSON FOUNDATION,990PF,93491178003098,201841789349100309,BARBARA EMILY KNUDSON FOUNDATION,,694 HIGH ST NE,SALEM,OR,97301-2438,1146761.0,5127285.0,201712.0
3150,15548387,EFILE,680517512,201712,7/30/2018 5:39:43 PM,LEUPOLD AND STEVENS FOUNDATION,990PF,93491071002218,201810719349100221,LEUPOLD & STEVENS FOUNDATION,% TERRENCE R PANCOAST,3250 WEMBLEY PARK RD,LAKE OSWEGO,OR,97034-2640,1120918.0,1813991.0,201712.0
4676,15753376,EFILE,931258857,201712,10/2/2018 8:36:01 AM,GUIDANCE FOUNDATION CO MARGARET VINING,990PF,93491135023738,201831359349102373,GUIDANCE FOUNDATION,% MARGARET VINING,1300 SW 5TH AVE STE 2400,PORTLAND,OR,97201-5610,1114331.0,759228.0,201712.0
1784,15164860,EFILE,260015458,201612,2/5/2018 4:36:17 PM,KINNIE FAMILY FOUNDATION,990PF,93491313013297,201743139349101329,KINNIE FAMILY FOUNDATION,% CRAIG KINNIE,12915 NW SKYLINE BLVD,PORTLAND,OR,97231-2432,1108294.0,4350582.0,201712.0
2363,15268604,EFILE,931232272,201706,4/23/2018 1:01:39 PM,RED AND GENA LEONARD FOUNDATION,990PF,93491096003158,201800969349100315,RED AND GENA LEONARD FOUNDATION,,PO BOX 1024,HERMISTON,OR,97838-3024,1097171.0,4204849.0,201806.0
2364,15939426,EFILE,931232272,201806,11/23/2018 8:55:13 PM,RED AND GENA LEONARD FOUNDATION,990PF,93491253005098,201842539349100509,RED AND GENA LEONARD FOUNDATION,,PO BOX 1024,HERMISTON,OR,97838-3024,1097171.0,4204849.0,201806.0
3222,15567595,EFILE,462345457,201712,8/7/2018 4:44:01 PM,JOHN AND TAMI MARICK FOUNDATION INC,990PF,93491114007528,201821149349100752,JOHN & TAMI MARICK FOUNDATION INC,% CONSUMER CELLULAR,16730 ALDER CIR,LAKE OSWEGO,OR,97034-5602,1078407.0,1504698.0,201712.0
3504,15543778,EFILE,203399144,201712,7/27/2018 9:15:27 AM,DEMOREST FAMILY FOUNDATION,990PF,93491113005068,201811139349100506,DEMOREST FAMILY FOUNDATION,% HARRY DEMOREST,1581 SW UPPER HALL ST,PORTLAND,OR,97201-2562,1071406.0,4404701.0,201712.0
3286,15632106,EFILE,376573149,201712,8/29/2018 2:09:11 PM,GIUSTINA FOREST FOUNDATION,990PF,93491072003148,201840729349100314,GLUSTINA FOREST FOUNDATION,,PO BOX 529,EUGENE,OR,97440-0529,1060889.0,1259150.0,201712.0
3010,15386114,EFILE,454008879,201712,6/8/2018 12:50:21 AM,NANCY AND RICHARD SILVERMAN CHARITABLE FOUNDATION INC,990PF,93491134014728,201821349349101472,NANCY & RICHARD SILVERMAN CHARITABLE FOUNDATION,% STEFANIE SILVERMAN,2315 NE 43RD AVE,PORTLAND,OR,97213-1332,1034967.0,4134064.0,201712.0
3152,15451938,EFILE,522372404,201712,6/20/2018 7:48:04 PM,ROBERT AND SARA ROTHSCHILD FAMILY FOUNDATION,990PF,93491134002408,201801349349100240,ROBERT AND SARA ROTHSCHILD FAM FOUNDATION TR,% ROBERT B ROTHSCHILD III,4790 NW WALNUT BLVD,CORVALLIS,OR,97330-3256,1030276.0,2181941.0,201712.0
2183,15212889,EFILE,581817816,201612,3/12/2018 4:29:44 PM,CHALLENGE FOUNDATION,990PF,93491031000258,201800319349100025,CHALLENGE FOUNDATION,% THE FOUNDATION,14550 SW HAZELTREE TER,TIGARD,OR,97224-2905,1028779.0,10777890.0,201712.0
4224,15741569,EFILE,770177829,201712,9/28/2018 12:51:58 PM,PACIFIC NORTHWEST FOUNDATION INC,990PF,93491218009118,201812189349100911,PACIFIC NORTHWEST FOUNDATION,,7619 SW 26TH AVE,PORTLAND,OR,97219-2538,1023767.0,536837.0,201712.0
3630,15658636,EFILE,931246876,201712,9/6/2018 11:31:37 AM,MICHAEL J TENNANT CHARITABLE FUND,990PF,93491130020348,201841309349102034,MICHAEL J TENNANT CHARITABLE FUND,% MICHAEL J TENNANT,532 SW 13TH ST STE 200,BEND,OR,97702-3262,995232.0,2635912.0,201712.0
3931,15686527,EFILE,931123212,201712,9/13/2018 9:24:38 AM,ABSOLUTELY FREE INC,990PF,93491135041508,201801359349104150,ABSOLUTELY FREE INC,,17271 N UMPQUA HWY,ROSEBURG,OR,97470-9422,984290.0,281252.0,201712.0
3160,15451974,EFILE,201962411,201712,6/20/2018 7:51:11 PM,MORSE FRANK AND LINDA FAMILY FOUNDATION CO US BANK,990PF,93491134030508,201801349349103050,FRANK AND LINDA MORSE FAMILY FOUNDATION,% J FRANKLIN MORSE,3616 NW EAGLE VIEW DR,ALBANY,OR,97321-9336,971200.0,1266072.0,201712.0
3412,15594978,EFILE,461616702,201712,8/17/2018 7:14:34 AM,SPIERING FAMILY FOUNDATION,990PF,93491099007628,201820999349100762,SPIERING FAMILY FOUNDATION,,15115 NW OLD PUMPKIN RIDGE RD,NORTH PLAINS,OR,97133-6169,955669.0,2194025.0,201712.0
2644,15384685,EFILE,931123593,201712,6/7/2018 8:06:27 PM,KLAMATH MEDICAL SERVICE BUREAU FOUNDATIO ATTN TIMOTHY A BAILEY,990PF,93491060006078,201820609349100607,KLAMATH MEDICAL SERVICE BUREAU,,11144 SISKIN LN,KLAMATH FALLS,OR,97601-8640,927463.0,3026251.0,201712.0
3537,15648073,EFILE,208002857,201712,9/4/2018 7:21:20 AM,CURRY STONE FOUNDATION,990PF,93491129025198,201841299349102519,CURRY STONE FOUNDATION,% DELIGHT STONE DIRECTOR,985 SW DISK DR STE 110,BEND,OR,97702-3656,925010.0,64885.0,201712.0
3468,15595191,EFILE,476261291,201712,8/17/2018 7:37:50 AM,LEIGHTMAN MAXEY FOUNDATION,990PF,93491102010118,201811029349101011,THE LEIGHTMAN MAXEY FOUNDATION,% HARRIS DEE ANN TTEE,PO BOX 907,MEDFORD,OR,97501-0065,906897.0,6808551.0,201712.0
6105,15963304,EFILE,263209131,201712,11/30/2018 5:20:04 PM,SIMPLE ACTIONS FAMILY FOUNDATION,990PF,93491284000078,201822849349100007,SIMPLE ACTIONS FAMILY FOUNDATION,,PO BOX 2736,CORVALLIS,OR,97339-2736,901333.0,1216893.0,201712.0
24,15105842,EFILE,316622344,201612,1/9/2018 11:44:25 PM,LAFER FAMILY FOUNDATION,990PF,93491318002137,201733189349100213,LAFER FAMILY FOUNDATION,% FRED S LAFER,1374 W 4TH AVE,EUGENE,OR,97402-4506,842216.0,628916.0,201612.0
4107,15741673,EFILE,237154746,201712,9/28/2018 1:10:47 PM,PORTLAND VALLEY ACACIA FUND INC,990PF,93491215001158,201802159349100115,PORTLAND VALLEY ACACIA FUND INC,,709 SW 15TH AVE,PORTLAND,OR,97205-1906,834957.0,482660.0,201712.0
5149,15807882,EFILE,952559728,201712,10/18/2018 10:26:13 AM,CADDOCK FOUNDATION INC,990PF,93491135041018,201811359349104101,CADDOCK FOUNDATION INC,,17271 N UMPQUA HWY,ROSEBURG,OR,97470-9422,816527.0,6685.0,201712.0
4182,15753720,EFILE,830501956,201712,10/2/2018 9:19:18 AM,MERLIN AND JO ANN FJARLI FOUNDATION INC,990PF,93491134035918,201811349349103591,MERLIN & JO ANN FJARLI FOUNDATION INC,,670 MASON WAY,MEDFORD,OR,97501-1340,786771.0,4419005.0,201712.0
