year,ein,object_id,taxpayer_name,diversion_ind
2017,930391586,201840749349300514,LINFIELD COLLEGE,0
2017,930391586,201840749349300514,,0
2017,930391563,201841289349301129,CONCORDIA UNIVERSITY,0
2017,930391563,201841289349301129,,0
2017,930583856,201703109349302305,COLUMBIA LUTHERAN CHARITIES,0
2017,930583856,201703109349302305,,0
2017,930444581,201801249349301295,OREGON STATE CREDIT UNION,0
2017,930444581,201801249349301295,,0
2017,930425580,201811299349301431,GOOD SHEPHERD HEALTH CARE SYSTEM,false
2017,930425580,201811299349301431,,false
2017,930505325,201713259349301011,GRANDE RONDE HOSPITAL INC,false
2017,930505325,201713259349301011,,false
2017,930728816,201841319349302109,CENTRAL CITY CONCERN,0
2017,930728816,201841319349302109,,0
2017,931329784,201743189349305739,SAMARITAN PACIFIC HEALTH SERVICES,0
2017,931329784,201743189349305739,,0
2017,930391591,201713129349303356,MASONIC AND EASTERN STAR HOME OF OREGON INC,false
2017,930391591,201713129349303356,,false
2017,936090239,201842839349301304,SCHOOL DISTRICT NO 1 HEALTH AND WELFARE TRUST FUND,false
2017,936090239,201842839349301304,,false
2017,930622075,201703209349300425,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,false
2017,930622075,201703209349300425,,false
2017,936021113,201842189349301159,UNITED ASSOCIATION UNION LOCAL NO 290 PLUMBER STEAMFITTER AND SHIPFITTER INDUSTRY H AND W PLAN,false
2017,936021113,201842189349301159,,false
2017,930391614,201821309349304272,ST ANTHONY HOSPITAL,false
2017,930391614,201821309349304272,,false
2017,931046399,201703149349301920,OCF JOSEPH E WESTON PUBLIC FOUNDATION,false
2017,931046399,201703149349301920,,false
2017,271789847,201831359349302248,SAINT ALPHONSUS MEDICAL CENTER - ONTARIO INC,0
2017,271789847,201831359349302248,,0
2017,930785786,201810099349301011,OREGON FOOD BANK INC,0
2017,930785786,201810099349301011,,0
2017,930757655,201802889349302065,SHEET METAL WORKERS 16 HEALTH TR,false
2017,930757655,201802889349302065,,false
2017,930251640,201713199349317556,ADVANTIS CREDIT UNION,0
2017,930251640,201713199349317556,,0
2017,930770054,201841359349311214,CASCADIA BEHAVIORAL HEALTHCARE,0
2017,930770054,201841359349311214,,0
2017,930717997,201810269349301201,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,0
2017,930717997,201810269349301201,,0
2017,930878944,201811389349300236,MEDICAL TEAMS INTERNATIONAL,false
2017,930878944,201811389349300236,,false
2017,930591240,201743189349312519,OREGON CHILD DEVELOPMENT COALITION,false
2017,930591240,201743189349312519,,false
2017,930389726,201841249349301119,NORTHWEST COMMUNITY CREDIT UNION,false
2017,930389726,201841249349301119,,false
2017,930579589,201811179349300806,DOERNBECHER CHILDRENS HOSPITAL FOUNDATION,false
2017,930579589,201811179349300806,,false
2017,931300043,201802009349300520,VOCATIONAL DEVELOPMENT FOUNDATION,false
2017,931300043,201802009349300520,,false
2017,931143759,201723149349304102,UNITED ASSOC UNION LOC NO 290 PLUMBER STEAMFTTR AND SHIPFTTR IND RET HLTH TRUST,0
2017,931143759,201723149349304102,,0
2017,383849354,201842269349302289,ASANTE PHYSICIAN PARTNERS,0
2017,383849354,201842269349302289,,0
2017,930453216,201841219349301874,ROGUE VALLEY MANOR,0
2017,930453216,201841219349301874,,0
2017,930958642,201713129349302946,OREGON TRAIL ELECTRIC CONSUMERS COOPERATIVE INC,false
2017,930958642,201713129349302946,,false
2017,200195556,201841919349301459,OCHIN INC,0
2017,200195556,201841919349301459,,0
2017,930243503,201743189349311704,UNITUS COMMUNITY CREDIT UNION,0
2017,930243503,201743189349311704,,0
2017,936024307,201713199349315916,RIVERMARK COMMUNITY CREDIT UNION,0
2017,936024307,201713199349315916,,0
2017,911829317,201743129349302334,FAMILYCARE HEALTH PLANS INC,0
2017,911829317,201743129349302334,,0
2017,936024141,201812829349300536,OREGON LABORERS - EMPLOYERS HEALTH AND WELFARE TR FUND,0
2017,936024141,201812829349300536,,0
2017,936029224,201811039349301141,UMTA TRUST,0
2017,936029224,201811039349301141,,0
2017,930814638,201810459349301136,OREGON PUBLIC BROADCASTING,0
2017,930814638,201810459349301136,,0
2017,930232310,201821139349300517,MULTNOMAH ATHLETIC CLUB,0
2017,930232310,201821139349300517,,0
2017,930619733,201810549349300121,PORTLAND STATE UNIVERSITY FOUNDATION,false
2017,930619733,201810549349300121,,false
2017,930502822,201841019349300824,LIFEWORKS NW,0
2017,930502822,201841019349300824,,0
2017,930386966,201831349349303048,TRILLIUM FAMILY SERVICES,0
2017,930386966,201831349349303048,,0
2017,930386780,201811149349300921,ALBERTINA KERR CENTERS,0
2017,930386780,201811149349300921,,0
2017,930864012,201733189349307158,INLANDBOATMENS UNION OF THE PACIFIC NATIONAL HEALTH BENEFIT TRUST,0
2017,930864012,201733189349307158,,0
2017,916034674,201821309349302247,ALASKA TEAMSTER EMPLOYER WELFARE TRUST,0
2017,916034674,201821309349302247,,0
2017,810609831,201832259349300963,COLUMBIACARE SERVICES INC,0
2017,810609831,201832259349300963,,0
2017,930468003,201833049349301223,FIRST COMMUNITY CREDIT UNION,false
2017,930468003,201833049349301223,,false
2017,930468214,201831349349309368,RELAY RESOURCES,0
2017,930468214,201831349349309368,,0
2017,930407022,201802539349300345,OREGON SHAKESPEARE FESTIVAL ASSOCIATION INC,0
2017,930407022,201802539349300345,,0
2017,941312349,201831369349300733,CORBAN UNIVERSITY,0
2017,941312349,201831369349300733,,0
2017,931229227,201811319349304716,LARRY AND JEANETTE EPPING FAMILY FOUNDATION CO PIONEER TRUST BANK,0
2017,931229227,201811319349304716,,0
2017,930386804,201800299349300900,CATLIN GABEL SCHOOL,0
2017,930386804,201800299349300900,,0
2017,930454786,201832229349301433,ST VINCENT DE PAUL SOCIETY OF LANE COUNTY INC,false
2017,930454786,201832229349301433,,false
2017,930465543,201743199349303799,MARION AND POLK SCHOOLS CREDIT UNION,0
2017,930465543,201743199349303799,,0
2017,930582124,201811159349300221,UNITED WAY OF THE COLUMBIA-WILLAMETTE,0
2017,930582124,201811159349300221,,0
2017,931228867,201832819349300118,NORTHWEST ENERGY EFFICIENCY ALLIANCE,0
2017,931228867,201832819349300118,,0
2017,930146827,201723009349301107,COOS-CURRY ELECTRIC COOPERATIVE INC,false
2017,930146827,201723009349301107,,false
2017,930243443,201821979349300947,OREGON EDUCATION ASSOCIATION,false
2017,930243443,201821979349300947,,false
2017,910973983,201811939349300946,LOCAL UNION 598 PLUMBING AND PIPEFIT INDUSTRY HEALTH AND WELFARE FUND,false
2017,910973983,201811939349300946,,false
2017,930804385,201821359349312407,OPTIONS FOR SOUTHERN OREGON,false
2017,930804385,201821359349312407,,false
2017,202587840,201840479349300909,OREGON CONNECTIONS ACADEMY,false
2017,202587840,201840479349300909,,false
2017,936087366,201812269349302486,ASANTE FOUNDATION,0
2017,936087366,201812269349302486,,0
2017,930323147,201831779349300628,SEIU LOCAL 503 OREGON PUBLIC EMPLOYEES UNION,0
2017,930323147,201831779349300628,,0
2017,510480478,201812209349300521,VETERANS CARE CENTERS OF OREGON,false
2017,510480478,201812209349300521,,false
2017,930980637,201723179349307382,PARTNERSHIPS IN COMMUNITY LIVING INC,0
2017,930980637,201723179349307382,,0
2017,271790052,201831359349301573,SAINT ALPHONSUS MEDICAL CENTER - BAKER CITY INC,0
2017,271790052,201831359349301573,,0
2017,930473211,201830439349300793,MENNONITE HOME OF ALBANY INC,false
2017,930473211,201830439349300793,,false
2017,943096772,201713189349311506,LA CLINICA DEL VALLE FAMILY HEALTH CARE CENTER INC,false
2017,943096772,201713189349311506,,false
2017,911833480,201821299349302502,MARYS WOODS AT MARYLHURST INC,0
2017,911833480,201821299349302502,,0
2017,946667029,201820949349301127,CALIFORNIA TEACHERS ASSOC EMPLOYEES HEALTH AND WELFARE BENEFITS TRUST,0
2017,946667029,201820949349301127,,0
2017,342030255,201841289349301839,MIRABELLA,0
2017,342030255,201841289349301839,,0
2017,930572370,201833029349301873,GOODWILL INDUSTRIES OF LANE AND SOUTH COAST COUNTIES INC,false
2017,930572370,201833029349301873,,false
2017,930386880,201831219349301668,OREGON HUMANE SOCIETY,0
2017,930386880,201831219349301668,,0
2017,431960221,201841359349306384,SALEM HEALTH WEST VALLEY,0
2017,431960221,201841359349306384,,0
2017,237056987,201810469349300026,MID WILLAMETTE VALLEY COMMUNITY ACTION AGENCY,0
2017,237056987,201810469349300026,,0
2017,930309970,201811359349308926,UNIVERSITY OF WESTERN STATES,0
2017,930309970,201811359349308926,,0
2017,931329158,201800789349300630,MOSAIC MEDICAL,false
2017,931329158,201800789349300630,,false
2017,931268744,201840689349300839,GALT FOUNDATION,false
2017,931268744,201840689349300839,,false
2017,237332778,201821349349309167,UNIVERSITY OF OREGON BOOKSTORE INC,0
2017,237332778,201821349349309167,,0
2017,237257390,201840459349300849,HOLT INTERNATIONAL CHILDRENS SERVICES INC,0
2017,237257390,201840459349300849,,0
2017,930386981,201831659349300213,YOUNG MENS CHRISTIAN ASSOCIATION OF COLUMBIA-WILLIAMETTE,false
2017,930386981,201831659349300213,,false
2017,526038494,201820459349301207,SHEET METAL AIR RAIL AND TRANSPORTATION LOCAL 100 HEALTH BENEFIT PLAN,0
2017,526038494,201820459349301207,,0
2017,930354176,201800459349301345,MORRISON CHILD AND FAMILY SERVICES,0
2017,930354176,201800459349301345,,0
2017,936031208,201810659349300426,OREGON PROCESSORS EMPLOYEES TRUST,0
2017,936031208,201810659349300426,,0
2017,936049213,201801929349300125,OREGON-WASHINGTON CARPENTERS-EMPLOYERS VACATION SAVINGS TRUST FUND,0
2017,936049213,201801929349300125,,0
2017,930554941,201831349349309198,COMMUNITY ACTION ORGANIZATION,0
2017,930554941,201831349349309198,,0
2017,263946191,201831169349301003,CENTENNIAL MEDICAL GROUP INC,false
2017,263946191,201831169349301003,,false
2017,930977878,201810879349301156,ORGANIZATION FOR EDUCATIONAL TECHNOLOGY AND CURRICULUM,0
2017,930977878,201810879349301156,,0
2017,930421470,201713189349312741,WILLAMETTE COMMUNITY HEALTH SOLUTIONS INC,false
2017,930421470,201713189349312741,,false
2017,510204735,201842419349300149,MATH LEARNING CENTER INC,0
2017,510204735,201842419349300149,,0
2017,931179254,201801289349302420,UNIVERSITY RETIREMENT COMMUNITY AT DAVIS,0
2017,931179254,201801289349302420,,0
2017,930634049,201810609349301406,MARYLHURST UNIVERSITY,0
2017,930634049,201810609349301406,,0
2017,711016384,201801289349301715,MIRABELLA AT SOUTH WATERFRONT,0
2017,711016384,201801289349301715,,0
2017,930806295,201811499349300956,IMMIGRANT AND REFUGEE COMMUNITY ORGANIZATION,0
2017,930806295,201811499349300956,,0
2017,930391604,201820899349300322,PORTLAND ART MUSEUM,0
2017,930391604,201820899349300322,,0
2017,931215381,201810189349300341,LIFEWAYS INC,0
2017,931215381,201810189349300341,,0
2017,930398802,201841349349302614,MULTNOMAH UNIVERSITY,false
2017,930398802,201841349349302614,,false
2017,930509414,201801359349304195,SHANGRI-LA CORPORATION,0
2017,930509414,201801359349304195,,0
2017,930513697,201831289349301838,HOLLADAY PARK PLAZA,0
2017,930513697,201831289349301838,,0
2017,930433696,201713199349309401,NORTHWEST CHRISTIAN UNIVERSITY,0
2017,930433696,201713199349309401,,0
2017,930756143,201812269349302366,PARTNERS IN CARE,false
2017,930756143,201812269349302366,,false
2017,931139187,201811359349310126,PACIFIC NORTHWEST COLLEGE OF ART,0
2017,931139187,201811359349310126,,0
2017,930857426,201811359349307611,WORKSYSTEMS INC,false
2017,930857426,201811359349307611,,false
2017,930611783,201840659349300709,ADAPT,0
2017,930611783,201840659349300709,,0
2017,930723862,201820649349300142,TRAVEL PORTLAND,0
2017,930723862,201820649349300142,,0
2017,237098400,201822269349302587,NATIVE AMERICAN REHABILITATION ASSOCIATION OF THE NORTHWEST INC,0
2017,237098400,201822269349302587,,0
2017,930461940,201840119349300829,NATIONAL UNIVERSITY OF NATURAL MEDICINE,0
2017,930461940,201840119349300829,,0
2017,930752805,201841349349305964,SISTERS OF ST MARY OF OREGON MARYVILLE CORPORATION,false
2017,930752805,201841349349305964,,false
2017,930464898,201801739349300705,OREGON BAKERS UNION TRUST FUND,0
2017,930464898,201801739349300705,,0
2017,931014288,201821359349306227,ALTERNATIVE SERVICES - OR INC,0
2017,931014288,201821359349306227,,0
2017,930386890,201831039349301358,WARNER PACIFIC COLLEGE,false
2017,930386890,201831039349301358,,false
2017,930605570,201840339349301604,NORTHWEST HUMAN SERVICES INC,0
2017,930605570,201840339349301604,,0
2017,930910794,201713349349300516,ONE COMMUNITY HEALTH,0
2017,930910794,201713349349300516,,0
2017,930587136,201841359349307924,UNITED COMMUNITY ACTION NETWORK,false
2017,930587136,201841359349307924,,false
2017,930628804,201810379349301216,SISKIYOU COMMUNITY HEALTH CENTER INC,false
2017,930628804,201810379349301216,,false
2017,930792758,201811909349301076,WESTERN GROCERS EMPLOYEE BENEFITS TRUST,false
2017,930792758,201811909349301076,,false
2017,930402877,201842839349301079,OREGON MUSEUM OF SCIENCE AND INDUSTRY,0
2017,930402877,201842839349301079,,0
2017,930446527,201831069349301263,OREGON SYMPHONY ASSOCIATION,0
2017,930446527,201831069349301263,,0
2017,930498054,201821309349304142,CAPITAL MANOR INC,false
2017,930498054,201821309349304142,,false
2017,930415213,201713139349304121,DALLAS MENNONITE RETIREMENT COMMUNITY,false
2017,930415213,201713139349304121,,false
2017,930395591,201821279349300987,VOLUNTEERS OF AMERICA OF OREGON INC,0
2017,930395591,201821279349300987,,0
2017,930558819,201813109349301501,ELKS YOUTH EYE SERVICE 97303290,false
2017,930558819,201813109349301501,,false
2017,731668317,201713189349306516,PARADIGM INDEMNITY CORPORATION,0
2017,731668317,201713189349306516,,0
2017,930848530,201840469349301784,LEGACY VISITING NURSE ASSOCIATION,false
2017,930848530,201840469349301784,,false
2017,930553346,201802999349301655,EDUCATION NORTHWEST,0
2017,930553346,201802999349301655,,0
2017,930746782,201832719349300238,INTERNATIONAL SOCIETY FOR TECHNOLOGY IN EDUCATION,false
2017,930746782,201832719349300238,,false
2017,930716860,201811359349314316,CODA INC COMPREHENSIVE OPTIONS FOR DRUG ABUSERS,0
2017,930716860,201811359349314316,,0
2017,930801200,201820809349300242,HABITAT FOR HUMANITY PORTLAND METRO EAST,0
2017,930801200,201820809349300242,,0
2017,911662698,201822369349300842,CRAFT3,0
2017,911662698,201822369349300842,,0
2017,237017276,201820469349301462,GOOD SAMARITAN FOUNDATION,false
2017,237017276,201820469349301462,,false
2017,930685734,201840439349301584,LUKE-DORF INC,false
2017,930685734,201840439349301584,,false
2017,930753926,201840529349301119,KLAMATH CHILD AND FAMILY TREATMENT CENTER,false
2017,930753926,201840529349301119,,false
2017,931086629,201811359349305566,SELF ENHANCEMENT INC,0
2017,931086629,201811359349305566,,0
2017,930512235,201801649349300100,MERCY FLIGHTS INC,false
2017,930512235,201801649349300100,,false
2017,931326405,201830939349301008,WESTERN RIVERS CONSERVANCY,0
2017,931326405,201830939349301008,,0
2017,521957214,201830169349301303,STAND FOR CHILDREN LEADERSHIP CENTER INC,0
2017,521957214,201830169349301303,,0
2017,936028906,201703479349300935,WESTERN STATES HEALTH AND WELFARE TRUST FUND OF THE OPEIU TRUSTEES,false
2017,936028906,201703479349300935,,false
2017,261168995,201800479349300320,OREGON VIRTUAL ACADEMY,false
2017,261168995,201800479349300320,,false
2017,921069936,201841359349307719,ALBINA HEAD START INC,false
2017,921069936,201841359349307719,,false
2017,930888347,201830319349301753,FOOD FOR LANE COUNTY,false
2017,930888347,201830319349301753,,false
2017,273445544,201831289349301648,ORBIS CASCADE ALLIANCE,0
2017,273445544,201831289349301648,,0
2017,930591582,201723469349300522,TRANSITION PROJECTS INC,false
2017,930591582,201723469349300522,,false
2017,930571472,201713199349306336,NATIONAL PSORIASIS FOUNDATION,0
2017,930571472,201713199349306336,,0
2017,930575982,201733149349302578,PROVIDENCE ST VINCENT MEDICAL FOUNDATION,0
2017,930575982,201733149349302578,,0
2017,352198318,201822909349301097,PIONEER EDUCATORS HEALTH TRUST,0
2017,352198318,201822909349301097,,0
2017,930564141,201802359349301045,SOUTHERN OREGON GOODWILL INDUSTRIES INC,false
2017,930564141,201802359349301045,,false
2017,930884929,201733189349306958,NEIGHBORIMPACT,0
2017,930884929,201733189349306958,,0
2017,931067253,201842279349302584,PACIFIC RETIREMENT SERVICES INC,0
2017,931067253,201842279349302584,,0
2017,930813981,201723179349307727,REACH COMMUNITY DEVELOPMENT INC,false
2017,930813981,201723179349307727,,false
2017,931009305,201743409349300519,OREGON BALLET THEATRE,false
2017,931009305,201743409349300519,,false
2017,930630376,201811309349304211,DELPHI SCHOOLS INC,false
2017,930630376,201811309349304211,,false
2017,510163758,201841239349301974,OREGON INSURANCE GUARANTY ASSOCIATION,0
2017,510163758,201841239349301974,,0
2017,237366812,201831359349308013,ROGUE COMMUNITY HEALTH,false
2017,237366812,201831359349308013,,false
2017,930608012,201811299349303451,UNIVERSITY MEDICAL GROUP,false
2017,930608012,201811299349303451,,false
2017,930665396,201811359349306506,ACCESS,false
2017,930665396,201811359349306506,,false
2017,930564896,201812549349300971,SOUTHERN OREGON CHILD AND FAMILY COUNCIL INC,0
2017,930564896,201812549349300971,,0
2017,273524752,201733199349318053,NEIGHBORHOOD HEALTH CENTER,0
2017,273524752,201733199349318053,,0
2017,930386852,201821349349304812,ROBISON JEWISH HOME,0
2017,930386852,201821349349304812,,0
2017,931248795,201841349349308084,OREGON STATE UNIVERSITY BOOKSTORE INC,0
2017,931248795,201841349349308084,,0
2017,930977166,201801359349307925,HUMAN SOLUTIONS INC,false
2017,930977166,201801359349307925,,false
2017,930621534,201743199349317269,DOVELEWIS EMERGENCY ANIMAL HOSPITAL INC,0
2017,930621534,201743199349317269,,0
2017,930644303,201800269349300125,COLUMBIA COMMUNITY MENTAL HEALTH INC,false
2017,930644303,201800269349300125,,false
2017,931070304,201840649349300904,UMPQUA COMMUNITY HEALTH CENTER,false
2017,931070304,201840649349300904,,false
2017,930582004,201840389349301009,GARTEN SERVICES INC,0
2017,930582004,201840389349301009,,0
2017,930196209,201841359349309069,IBEW LOCAL NO 48,false
2017,930196209,201841359349309069,,false
2017,931019725,201810799349301201,OREGON JEWISH COMMUNITY FOUNDATION,0
2017,931019725,201810799349301201,,0
2017,931186020,201802579349301525,BIRCH COMMUNITY SERVICES INC,false
2017,931186020,201802579349301525,,false
2017,930903773,201831109349300533,CATHOLIC COMMUNITY SERVICES OF THE WILLAMETTE VALLEY AND CENTRAL COAST,0
2017,930903773,201831109349300533,,0
2017,936026548,201823059349300342,PEACEHEALTH SACRED HEART MEDICAL CENTER FOUNDATION,0
2017,936026548,201823059349300342,,0
2017,237088811,201841359349313434,ON TRACK INC,0
2017,237088811,201841359349313434,,0
2017,930399051,201821039349300322,GIRL SCOUTS OF OREGON AND  SW WASHINGTON INC,0
2017,930399051,201821039349300322,,0
2017,943034161,201810649349300851,MARION-POLK FOOD SHARE INC,0
2017,943034161,201810649349300851,,0
2017,930606316,201830169349301423,SERENITY LANE,0
2017,930606316,201830169349301423,,0
2017,930495655,201811499349300651,OREGON RESEARCH INSTITUTE,0
2017,930495655,201811499349300651,,0
2017,930266190,201832819349300828,RIVER VIEW CEMETERY ASSOCIATION,0
2017,930266190,201832819349300828,,0
2017,936025789,201800649349300925,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL NO 49 WELFARE TRUST,false
2017,936025789,201800649349300925,,false
2017,930471873,201733189349313703,ROSE VILLA INC,false
2017,930471873,201733189349313703,,false
2017,930893420,201810089349300276,UNITED FOOD AND COMMERICAL WORKERS LOCAL 555,false
2017,930893420,201810089349300276,,false
2017,930569684,201801359349307965,WILLAMETTE FAMILY INC,false
2017,930569684,201801359349307965,,false
2017,342057513,201810969349300601,COMMUNITY COUNSELING SOLUTIONS,false
2017,342057513,201810969349300601,,false
2017,930567549,201841169349301044,OUTSIDE IN,false
2017,930567549,201841169349301044,,false
2017,930738493,201823189349307902,WILLAMETTE VALLEY HOSPICE,0
2017,930738493,201823189349307902,,0
2017,930395815,201812269349302131,PIONEER TELEPHONE COOPERATIVE,0
2017,930395815,201812269349302131,,0
2017,930454456,201831989349300138,HARNEY ELECTRIC COOPERATIVE INC,false
2017,930454456,201831989349300138,,false
2017,930728229,201840099349301459,HEAD START OF LANE COUNTY,0
2017,930728229,201840099349301459,,0
2017,273990987,201830949349301018,FOODCORPS INC,0
2017,273990987,201830949349301018,,0
2017,930557964,201801319349305150,IMPACT NW,0
2017,930557964,201801319349305150,,0
2017,930806912,201822259349301347,RONALD MCDONALD HOUSE CHARITIES OF OREGON AND SOUTHWEST WASHINGTON,0
2017,930806912,201822259349301347,,0
2017,930478660,201801569349300855,FRIENDSVIEW MANOR,false
2017,930478660,201801569349300855,,false
2017,931255764,201733149349304103,UA LOCAL NO 290 PLUMBER STEAMFITTER AND SHIPFITTER IND ED SCH AND VACATION,0
2017,931255764,201733149349304103,,0
2017,930738797,201821279349302307,FRENCH AMERICAN INTERNATIONAL SCHOOL,false
2017,930738797,201821279349302307,,false
2017,931269087,201831349349309688,BESTCARE TREATMENT SERVICES INC,0
2017,931269087,201831349349309688,,0
2017,930782374,201811729349301351,SUNRIVER OWNERS ASSOCIATION,0
2017,930782374,201811729349301351,,0
2017,930984702,201800799349300630,COMMUNITY SERVICES INC,false
2017,930984702,201800799349300630,,false
2017,931234625,201801279349300045,ADULT LEARNING SYSTEMS OF OREGON,0
2017,931234625,201801279349300045,,0
2017,930613108,201820169349300812,FRIENDSHIP HEALTH CENTER,false
2017,930613108,201820169349300812,,false
2017,930306737,201831589349300908,WASCO ELECTRIC COOPERATIVE INC,false
2017,930306737,201831589349300908,,false
2017,936227660,201703139349302580,NORTHWEST FIREFIGHTERS RELIEF ASSOCIATION,0
