,year,ein,object_id,taxpayer_name,form,source,compensation,income,revenue,assets,expenses
15,2018,930386823.0,2.0193046934930234e+17,,IRS990,part_i,574883428.0,-40532975.0,934290343.0,605104820.0,974823318.0
16,2018,930579722.0,2.0184134934930445e+17,SALEM HEALTH,IRS990,part_i,386294442.0,60519616.0,764196106.0,1211931939.0,703676490.0
17,2018,930579722.0,2.0184134934930445e+17,,IRS990,part_i,386294442.0,60519616.0,764196106.0,1211931939.0,703676490.0
18,2018,930602940.0,2.018032093493017e+17,ST CHARLES HEALTH SYSTEM INC,IRS990,part_i,418451096.0,41444500.0,809085838.0,1066147828.0,767641338.0
19,2018,930602940.0,2.018032093493017e+17,,IRS990,part_i,418451096.0,41444500.0,809085838.0,1066147828.0,767641338.0
20,2018,930878074.0,2.0180310934930144e+17,FAMILYCARE INC,IRS990,part_i,35111102.0,-38251795.0,521122948.0,176652870.0,559374743.0
21,2018,930878074.0,2.0180310934930144e+17,,IRS990,part_i,35111102.0,-38251795.0,521122948.0,176652870.0,559374743.0
22,2018,930508781.0,2.0182226934930256e+17,SKY LAKES MEDICAL CENTER,IRS990,part_i,117767961.0,14628907.0,626999078.0,352003938.0,612370171.0
23,2018,930508781.0,2.0182226934930256e+17,,IRS990,part_i,117767961.0,14628907.0,626999078.0,352003938.0,612370171.0
24,2018,930438772.0,2.0181317934930784e+17,OREGON DENTAL SERVICE,IRS990,part_i,55392587.0,41185852.0,581195686.0,155290113.0,540009834.0
25,2018,930438772.0,2.0181317934930784e+17,,IRS990,part_i,55392587.0,41185852.0,581195686.0,155290113.0,540009834.0
26,2018,237315673.0,2.0182318934931178e+17,OREGON COMMUNITY FOUNDATION,IRS990,part_i,9089953.0,52461743.0,169040779.0,1945213322.0,116579036.0
27,2018,237315673.0,2.0182318934931178e+17,,IRS990,part_i,9089953.0,52461743.0,169040779.0,1945213322.0,116579036.0
28,2018,930391573.0,2.0181319934931715e+17,GOOD SAMARITAN HOSPITAL CORVALLIS,IRS990,part_i,226856192.0,-9509429.0,423040908.0,180179878.0,432550337.0
29,2018,930391573.0,2.0181319934931715e+17,,IRS990,part_i,226856192.0,-9509429.0,423040908.0,180179878.0,432550337.0
30,2018,930429015.0,2.018035993493004e+17,PORTLAND ADVENTIST MEDICAL CENTER DBA ADVENTIST HEALTH PORTLAND,IRS990,part_i,171699297.0,-687304.0,377054527.0,320904406.0,377741831.0
31,2018,930429015.0,2.018035993493004e+17,,IRS990,part_i,171699297.0,-687304.0,377054527.0,320904406.0,377741831.0
32,2018,930386793.0,2.0192046934930234e+17,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,IRS990,part_i,157145297.0,28960810.0,361825745.0,358541310.0,332864935.0
33,2018,930386793.0,2.0192046934930234e+17,,IRS990,part_i,157145297.0,28960810.0,361825745.0,358541310.0,332864935.0
34,2018,930257765.0,2.0194130934930374e+17,ONPOINT COMMUNITY CREDIT UNION,IRS990,part_i,65732230.0,80037870.0,237149429.0,5392942516.0,157111559.0
35,2018,930257765.0,2.0194130934930374e+17,,IRS990,part_i,65732230.0,80037870.0,237149429.0,5392942516.0,157111559.0
36,2018,936021475.0,2.0183284934930195e+17,OREGON TEAMSTER EMPLOYERS TRUST,IRS990,part_i,0.0,6055186.0,180028856.0,91807010.0,173973670.0
37,2018,936021475.0,2.0183284934930195e+17,,IRS990,part_i,0.0,6055186.0,180028856.0,91807010.0,173973670.0
38,2018,911148123.0,2.0190024934930112e+17,MERCY CORPS,IRS990,part_i,109496227.0,-5136240.0,308644568.0,188946120.0,313780808.0
39,2018,911148123.0,2.0190024934930112e+17,,IRS990,part_i,109496227.0,-5136240.0,308644568.0,188946120.0,313780808.0
40,2018,931124326.0,2.0182319934931814e+17,INTERCOMMUNITY HEALTH PLANS INC,IRS990,part_i,15649307.0,9425430.0,298676526.0,97732329.0,289251096.0
41,2018,931124326.0,2.0182319934931814e+17,,IRS990,part_i,15649307.0,9425430.0,298676526.0,97732329.0,289251096.0
42,2018,237426300.0,2.019004693493022e+17,LEGACY HEALTH,IRS990,part_i,138466243.0,11957119.0,267401320.0,1420270239.0,255444201.0
43,2018,237426300.0,2.019004693493022e+17,,IRS990,part_i,138466243.0,11957119.0,267401320.0,1420270239.0,255444201.0
44,2018,237017278.0,2.0193084934930054e+17,UFCW LOCAL 555-EMPLOYERS HEALTH TRUST,IRS990,part_i,0.0,34280157.0,163972564.0,209460031.0,129692407.0
45,2018,237017278.0,2.0193084934930054e+17,,IRS990,part_i,0.0,34280157.0,163972564.0,209460031.0,129692407.0
46,2018,930951989.0,2.018031993493185e+17,SAMARITAN HEALTH SERVICES,IRS990,part_i,90076320.0,18021.0,216452131.0,354629473.0,216434110.0
47,2018,930951989.0,2.018031993493185e+17,,IRS990,part_i,90076320.0,18021.0,216452131.0,354629473.0,216434110.0
48,2018,930386908.0,2.018104693493015e+17,REED INSTITUTE,IRS990,part_i,54030519.0,-15097021.0,104356342.0,751616019.0,119453363.0
49,2018,930386908.0,2.018104693493015e+17,,IRS990,part_i,54030519.0,-15097021.0,104356342.0,751616019.0,119453363.0
50,2018,936023048.0,2.0183285934930163e+17,HARRISON ELECTRICAL WORKERS TRUST,IRS990,part_i,0.0,15595631.0,122722757.0,226928945.0,107127126.0
51,2018,936023048.0,2.0183285934930163e+17,,IRS990,part_i,0.0,15595631.0,122722757.0,226928945.0,107127126.0
52,2018,930401259.0,2.0194043934930032e+17,UNIVERSITY OF PORTLAND,IRS990,part_i,78121967.0,38116423.0,259262659.0,588649619.0,221146236.0
53,2018,930401259.0,2.0194043934930032e+17,,IRS990,part_i,78121967.0,38116423.0,259262659.0,588649619.0,221146236.0
54,2018,930618975.0,2.0193046934930227e+17,LEGACY MERIDIAN PARK HOSPITAL,IRS990,part_i,98218703.0,40791812.0,253157189.0,428738530.0,212365377.0
55,2018,930618975.0,2.0193046934930227e+17,,IRS990,part_i,98218703.0,40791812.0,253157189.0,428738530.0,212365377.0
56,2018,936015767.0,2.0193135934930672e+17,UNIVERSITY OF OREGON FOUNDATION,IRS990,part_i,6055813.0,57699791.0,171996503.0,1405487960.0,114296712.0
57,2018,936015767.0,2.0193135934930672e+17,,IRS990,part_i,6055813.0,57699791.0,171996503.0,1405487960.0,114296712.0
58,2018,930386858.0,2.0193086934930013e+17,LEWIS AND CLARK COLLEGE,IRS990,part_i,72532943.0,5030054.0,187025201.0,448226032.0,181995147.0
59,2018,930386858.0,2.0193086934930013e+17,,IRS990,part_i,72532943.0,5030054.0,187025201.0,448226032.0,181995147.0
60,2018,463264330.0,2.0182305934930147e+17,HEALTH PLAN OF CAREOREGON INC,IRS990,part_i,14829142.0,-15556457.0,221981695.0,69969006.0,237538152.0
61,2018,463264330.0,2.0182305934930147e+17,,IRS990,part_i,14829142.0,-15556457.0,221981695.0,69969006.0,237538152.0
62,2018,931192140.0,2.018222793493019e+17,PACIFIC NORTHWEST GENERATING COOPERATIVE DBA PNGC POWER,IRS990,part_i,2984891.0,1634620.0,214049212.0,47108943.0,212414592.0
63,2018,931192140.0,2.018222793493019e+17,,IRS990,part_i,2984891.0,1634620.0,214049212.0,47108943.0,212414592.0
64,2018,930806316.0,2.019404693491002e+17,MEYER MEMORIAL TRUST,IRS990PF,pf_part_i,2890497.0,0.0,60764514.0,,49188928.0
66,2018,930806316.0,2.019404693491002e+17,,IRS990PF,pf_part_i,2890497.0,0.0,60764514.0,,49188928.0
68,2018,930386868.0,2.0192133934930835e+17,MERCY MEDICAL CENTER INC,IRS990,part_i,83634249.0,41723543.0,230099235.0,379299912.0,188375692.0
69,2018,930386868.0,2.0192133934930835e+17,,IRS990,part_i,83634249.0,41723543.0,230099235.0,379299912.0,188375692.0
70,2018,936026156.0,2.0181319934910512e+17,FORD FAMILY FOUNDATION,IRS990PF,pf_part_i,819701.0,0.0,43917298.0,,44967328.0
72,2018,936026156.0,2.0181319934910512e+17,,IRS990PF,pf_part_i,819701.0,0.0,43917298.0,,44967328.0
74,2018,930430029.0,2.0194134934930934e+17,TUALITY HEALTHCARE,IRS990,part_i,106343780.0,-91660.0,204584766.0,150513163.0,204676426.0
75,2018,930430029.0,2.0194134934930934e+17,,IRS990,part_i,106343780.0,-91660.0,204584766.0,150513163.0,204676426.0
76,2018,930386840.0,2.0180239934930013e+17,GOODWILL INDUSTRIES OF THE COLUMBIA WILLAMETTE,IRS990,part_i,98080127.0,12200047.0,166995798.0,294997986.0,154795751.0
77,2018,930386840.0,2.0180239934930013e+17,,IRS990,part_i,98080127.0,12200047.0,166995798.0,294997986.0,154795751.0
78,2018,931313663.0,2.0182318934930976e+17,ENERGY TRUST OF OREGON INC,IRS990,part_i,12513016.0,14261531.0,196836929.0,80155976.0,182575398.0
79,2018,931313663.0,2.0182318934930976e+17,,IRS990,part_i,12513016.0,14261531.0,196836929.0,80155976.0,182575398.0
80,2018,930386892.0,2.0192129934930256e+17,PACIFIC UNIVERSITY,IRS990,part_i,79596337.0,6530190.0,169822898.0,274278475.0,163292708.0
81,2018,930386892.0,2.0192129934930256e+17,,IRS990,part_i,79596337.0,6530190.0,169822898.0,274278475.0,163292708.0
82,2018,930110095.0,2.0180319934931843e+17,ALBANY GENERAL HOSPITAL,IRS990,part_i,104180281.0,-4475872.0,183312841.0,71457556.0,187788713.0
83,2018,930110095.0,2.0180319934931843e+17,,IRS990,part_i,104180281.0,-4475872.0,183312841.0,71457556.0,187788713.0
84,2018,930386839.0,2.019113593493124e+17,GEORGE FOX UNIVERSITY,IRS990,part_i,55805256.0,11151200.0,132997587.0,172443298.0,121846387.0
85,2018,930386839.0,2.019113593493124e+17,,IRS990,part_i,55805256.0,11151200.0,132997587.0,172443298.0,121846387.0
86,2018,237083114.0,2.0192129934930253e+17,OREGON HEALTH AND SCIENCE UNIVERSITY FOUNDATION,IRS990,part_i,12782649.0,-51760572.0,79454276.0,1519085177.0,131214848.0
87,2018,237083114.0,2.0192129934930253e+17,,IRS990,part_i,12782649.0,-51760572.0,79454276.0,1519085177.0,131214848.0
88,2018,364742731.0,2.018027893493014e+17,YAMHILL COUNTY CARE ORGANIZATION INC,IRS990,part_i,0.0,-3478605.0,131844806.0,33545204.0,135323411.0
89,2018,364742731.0,2.018027893493014e+17,,IRS990,part_i,0.0,-3478605.0,131844806.0,33545204.0,135323411.0
90,2018,936022772.0,2.019301793493006e+17,OREGON STATE UNIVERSITY FOUNDATION,IRS990,part_i,30173340.0,28984170.0,139155244.0,793133191.0,110171074.0
91,2018,936022772.0,2.019301793493006e+17,,IRS990,part_i,30173340.0,28984170.0,139155244.0,793133191.0,110171074.0
92,2018,930386972.0,2.019406093493015e+17,WILLAMETTE UNIVERSITY,IRS990,part_i,61320475.0,-10647736.0,133466370.0,470919843.0,144114106.0
93,2018,930386972.0,2.019406093493015e+17,,IRS990,part_i,61320475.0,-10647736.0,133466370.0,470919843.0,144114106.0
94,2018,930591528.0,2.019404693493022e+17,LEGACY MOUNT HOOD MEDICAL CENTER,IRS990,part_i,70751880.0,10823893.0,158024021.0,120094233.0,147200128.0
95,2018,930591528.0,2.019404693493022e+17,,IRS990,part_i,70751880.0,10823893.0,158024021.0,120094233.0,147200128.0
96,2018,930686108.0,2.0194049934930013e+17,NWEA,IRS990,part_i,89065959.0,89080.0,148503655.0,80216791.0,148414575.0
97,2018,930686108.0,2.0194049934930013e+17,,IRS990,part_i,89065959.0,89080.0,148503655.0,80216791.0,148414575.0
98,2018,930391586.0,2.0190135934930237e+17,LINFIELD COLLEGE,IRS990,part_i,43918107.0,7053888.0,112152044.0,261526045.0,105098156.0
99,2018,930391586.0,2.0190135934930237e+17,,IRS990,part_i,43918107.0,7053888.0,112152044.0,261526045.0,105098156.0
100,2018,936021111.0,2.019411993493008e+17,OREGON-WASHINGTON CARPENTERS-EMPLOYERS HEALTH AND WELFARE TRUST FUND,IRS990,part_i,0.0,4079183.0,81819652.0,106282076.0,77740469.0
101,2018,936021111.0,2.019411993493008e+17,,IRS990,part_i,0.0,4079183.0,81819652.0,106282076.0,77740469.0
102,2018,930453216.0,2.019121193493016e+17,ROGUE VALLEY MANOR,IRS990,part_i,24742721.0,5297185.0,60843932.0,241861290.0,55546747.0
103,2018,930453216.0,2.019121193493016e+17,,IRS990,part_i,24742721.0,5297185.0,60843932.0,241861290.0,55546747.0
104,2018,930281321.0,2.0191046934930246e+17,SILVERTON HEALTH DBA LEGACY SILVERTON HEALTH,IRS990,part_i,61943047.0,-13005415.0,132100399.0,47221162.0,145105814.0
105,2018,930281321.0,2.0191046934930246e+17,,IRS990,part_i,61943047.0,-13005415.0,132100399.0,47221162.0,145105814.0
106,2018,943237150.0,2.0182311934930218e+17,PACIFICORP UNION EMPLOYEES WELFARE BENEFIT TRUST,IRS990,part_i,116271.0,3857502.0,17385983.0,220787684.0,13528481.0
107,2018,943237150.0,2.0182311934930218e+17,,IRS990,part_i,116271.0,3857502.0,17385983.0,220787684.0,13528481.0
108,2018,930300375.0,2.0180289934930035e+17,UMATILLA ELECTRIC COOPERATIVE,IRS990,part_i,735417.0,0.0,121565798.0,208674319.0,121565798.0
109,2018,930300375.0,2.0180289934930035e+17,,IRS990,part_i,735417.0,0.0,121565798.0,208674319.0,121565798.0
110,2018,911791788.0,2.0181319934910307e+17,KNIGHT FOUNDATION ATTN LISA MCKILLIPS,IRS990PF,pf_part_i,0.0,0.0,126512560.0,,2362012.0
112,2018,911791788.0,2.0181319934910307e+17,,IRS990PF,pf_part_i,0.0,0.0,126512560.0,,2362012.0
114,2018,930386936.0,2.018331793493017e+17,MID-COLUMBIA MEDICAL CENTER,IRS990,part_i,71710584.0,-4396330.0,121510455.0,62921146.0,125906785.0
115,2018,930386936.0,2.018331793493017e+17,,IRS990,part_i,71710584.0,-4396330.0,121510455.0,62921146.0,125906785.0
116,2018,930396847.0,2.0183319934931846e+17,MID-VALLEY HEALTHCARE INC,IRS990,part_i,71810823.0,1042202.0,123675637.0,58200813.0,122633435.0
117,2018,930396847.0,2.0183319934931846e+17,,IRS990,part_i,71810823.0,1042202.0,123675637.0,58200813.0,122633435.0
118,2018,930583856.0,2.0181316934930288e+17,COLUMBIA LUTHERAN CHARITIES,IRS990,part_i,54299381.0,12244876.0,114386565.0,138380163.0,102141689.0
119,2018,930583856.0,2.0181316934930288e+17,,IRS990,part_i,54299381.0,12244876.0,114386565.0,138380163.0,102141689.0
120,2018,930505325.0,2.0190057934930003e+17,GRANDE RONDE HOSPITAL INC,IRS990,part_i,68477095.0,3156784.0,105739315.0,115208193.0,102582531.0
121,2018,930505325.0,2.0190057934930003e+17,,IRS990,part_i,68477095.0,3156784.0,105739315.0,115208193.0,102582531.0
122,2018,930425580.0,2.019313093493053e+17,GOOD SHEPHERD HEALTH CARE SYSTEM,IRS990,part_i,54149670.0,10449937.0,107846516.0,204208452.0,97396579.0
123,2018,930425580.0,2.019313093493053e+17,,IRS990,part_i,54149670.0,10449937.0,107846516.0,204208452.0,97396579.0
124,2018,930728816.0,2.0190087934930125e+17,CENTRAL CITY CONCERN,IRS990,part_i,48399842.0,20144024.0,100600730.0,150418862.0,80456706.0
125,2018,930728816.0,2.0190087934930125e+17,,IRS990,part_i,48399842.0,20144024.0,100600730.0,150418862.0,80456706.0
126,2018,930163693.0,2.0180313934930355e+17,SELCO COMMUNITY CREDIT UNION,IRS990,part_i,27471447.0,14607990.0,68530029.0,1529534336.0,53922039.0
127,2018,930163693.0,2.0180313934930355e+17,,IRS990,part_i,27471447.0,14607990.0,68530029.0,1529534336.0,53922039.0
128,2018,931143759.0,2.0181218934930144e+17,UNITED ASSOCIATION PLUMBER STMFTR AND SHPFTR INDUSTRY RETIREE HEALTH TR,IRS990,part_i,0.0,20566156.0,25522120.0,143672550.0,4955964.0
129,2018,931143759.0,2.0181218934930144e+17,,IRS990,part_i,0.0,20566156.0,25522120.0,143672550.0,4955964.0
130,2018,936027865.0,2.0193135934931318e+17,TEAMSTERS 206 EMPLOYERS TRUST BOARD OF TRUSTEES,IRS990,part_i,0.0,2757462.0,31807034.0,35393722.0,29049572.0
131,2018,936027865.0,2.0193135934931318e+17,,IRS990,part_i,0.0,2757462.0,31807034.0,35393722.0,29049572.0
132,2018,936041903.0,2.0181317934930826e+17,NELSON TRUST,IRS990,part_i,0.0,-3869851.0,33858694.0,53839208.0,37728545.0
133,2018,936041903.0,2.0181317934930826e+17,,IRS990,part_i,0.0,-3869851.0,33858694.0,53839208.0,37728545.0
134,2018,931329784.0,2.0184319934931846e+17,SAMARITAN PACIFIC HEALTH SERVICES,IRS990,part_i,52396469.0,130876.0,93339323.0,46264124.0,93208447.0
135,2018,931329784.0,2.0184319934931846e+17,,IRS990,part_i,52396469.0,130876.0,93339323.0,46264124.0,93208447.0
136,2018,930391591.0,2.0191028934930106e+17,MASONIC AND EASTERN STAR HOME OF OREGON INC,IRS990,part_i,4729874.0,7318457.0,17341920.0,58275045.0,10023463.0
137,2018,930391591.0,2.0191028934930106e+17,,IRS990,part_i,4729874.0,7318457.0,17341920.0,58275045.0,10023463.0
138,2018,936090239.0,2.018428393493013e+17,SCHOOL DISTRICT NO 1 HEALTH AND WELFARE TRUST FUND,IRS990,part_i,0.0,482404.0,85146697.0,43395935.0,84664293.0
139,2018,936090239.0,2.018428393493013e+17,,IRS990,part_i,0.0,482404.0,85146697.0,43395935.0,84664293.0
140,2018,930391614.0,2.0193130934930474e+17,ST ANTHONY HOSPITAL,IRS990,part_i,31620033.0,15955152.0,85055225.0,167446052.0,69100073.0
141,2018,930391614.0,2.0193130934930474e+17,,IRS990,part_i,31620033.0,15955152.0,85055225.0,167446052.0,69100073.0
142,2018,930622075.0,2.0183355934930064e+17,NORTHWEST MEDICAL FOUNDATION TILLAMOOK DBA TILLAMOOK REGIONAL MEDICAL CENTER,IRS990,part_i,41279912.0,7587731.0,84242495.0,62712557.0,76654764.0
143,2018,930622075.0,2.0183355934930064e+17,,IRS990,part_i,41279912.0,7587731.0,84242495.0,62712557.0,76654764.0
144,2018,930492535.0,2.018131893493124e+17,OREGON COMMUNITY CREDIT UNION,IRS990,part_i,28850471.0,13530466.0,83372165.0,1686568182.0,69841699.0
145,2018,930492535.0,2.018131893493124e+17,,IRS990,part_i,28850471.0,13530466.0,83372165.0,1686568182.0,69841699.0
146,2018,930757655.0,2.0180288934930208e+17,SHEET METAL WORKERS 16 HEALTH TR,IRS990,part_i,0.0,1887920.0,25168087.0,42205507.0,23280167.0
147,2018,930757655.0,2.0180288934930208e+17,,IRS990,part_i,0.0,1887920.0,25168087.0,42205507.0,23280167.0
148,2018,271789847.0,2.019413493493066e+17,SAINT ALPHONSUS MEDICAL CENTER - ONTARIO INC,IRS990,part_i,31552986.0,1423727.0,79442806.0,71400438.0,78019079.0
149,2018,271789847.0,2.019413493493066e+17,,IRS990,part_i,31552986.0,1423727.0,79442806.0,71400438.0,78019079.0
150,2018,931046399.0,2.0183318934931158e+17,OCF JOSEPH E WESTON PUBLIC FOUNDATION,IRS990,part_i,0.0,56970078.0,67554782.0,374790047.0,10584704.0
151,2018,931046399.0,2.0183318934931158e+17,,IRS990,part_i,0.0,56970078.0,67554782.0,374790047.0,10584704.0
152,2018,936021113.0,2.0184218934930115e+17,UNITED ASSOCIATION UNION LOCAL NO 290 PLUMBER STEAMFITTER AND SHIPFITTER INDUSTRY H AND W PLAN,IRS990,part_i,0.0,14638371.0,66201679.0,91150900.0,51563308.0
153,2018,936021113.0,2.0184218934930115e+17,,IRS990,part_i,0.0,14638371.0,66201679.0,91150900.0,51563308.0
154,2018,931305493.0,2.0183319934931814e+17,SAMARITAN NORTH LINCOLN HOSPITAL,IRS990,part_i,39412622.0,10841744.0,73428345.0,30932878.0,62586601.0
155,2018,931305493.0,2.0183319934931814e+17,,IRS990,part_i,39412622.0,10841744.0,73428345.0,30932878.0,62586601.0
156,2018,930785786.0,2.0193035934930112e+17,OREGON FOOD BANK INC,IRS990,part_i,12155998.0,-640568.0,70561361.0,39146383.0,71201929.0
157,2018,930785786.0,2.0193035934930112e+17,,IRS990,part_i,12155998.0,-640568.0,70561361.0,39146383.0,71201929.0
158,2018,931231494.0,2.018331993493172e+17,PROVIDENCE PORTLAND MEDICAL FOUNDATION,IRS990,part_i,234532.0,23802623.0,37002087.0,104337234.0,13199464.0
159,2018,931231494.0,2.018331993493172e+17,,IRS990,part_i,234532.0,23802623.0,37002087.0,104337234.0,13199464.0
160,2018,930770054.0,2.0192135934931024e+17,CASCADIA BEHAVIORAL HEALTHCARE,IRS990,part_i,49570867.0,2860412.0,70828863.0,45104374.0,67968451.0
161,2018,930770054.0,2.0192135934931024e+17,,IRS990,part_i,49570867.0,2860412.0,70828863.0,45104374.0,67968451.0
162,2018,930251640.0,2.0182317934930794e+17,ADVANTIS CREDIT UNION,IRS990,part_i,17195723.0,9224092.0,62640820.0,1372660012.0,53416728.0
163,2018,930251640.0,2.0182317934930794e+17,,IRS990,part_i,17195723.0,9224092.0,62640820.0,1372660012.0,53416728.0
164,2018,383849354.0,2.018422693493023e+17,ASANTE PHYSICIAN PARTNERS,IRS990,part_i,77162920.0,-38019815.0,56571943.0,36273024.0,94591758.0
165,2018,383849354.0,2.018422693493023e+17,,IRS990,part_i,77162920.0,-38019815.0,56571943.0,36273024.0,94591758.0
166,2018,930389726.0,2.01941349349304e+17,NORTHWEST COMMUNITY CREDIT UNION,IRS990,part_i,22922668.0,14752384.0,67314639.0,1154635512.0,52562255.0
167,2018,930389726.0,2.01941349349304e+17,,IRS990,part_i,22922668.0,14752384.0,67314639.0,1154635512.0,52562255.0
168,2018,930444581.0,2.019413393493059e+17,OREGON STATE CREDIT UNION,IRS990,part_i,21347032.0,13916929.0,59866405.0,1316827425.0,45949476.0
169,2018,930444581.0,2.019413393493059e+17,,IRS990,part_i,21347032.0,13916929.0,59866405.0,1316827425.0,45949476.0
170,2018,930717997.0,2.0184337934930038e+17,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,IRS990,part_i,41822859.0,5878429.0,62362545.0,54133170.0,56484116.0
171,2018,930717997.0,2.0184337934930038e+17,,IRS990,part_i,41822859.0,5878429.0,62362545.0,54133170.0,56484116.0
172,2018,931179254.0,2.0180128934930243e+17,UNIVERSITY RETIREMENT COMMUNITY AT DAVIS,IRS990,part_i,9151086.0,3298772.0,24872117.0,95304568.0,21573345.0
173,2018,931179254.0,2.0180128934930243e+17,,IRS990,part_i,9151086.0,3298772.0,24872117.0,95304568.0,21573345.0
174,2018,930591240.0,2.0184318934931046e+17,OREGON CHILD DEVELOPMENT COALITION,IRS990,part_i,40946929.0,2167618.0,61641420.0,30540292.0,59473802.0
175,2018,930591240.0,2.0184318934931046e+17,,IRS990,part_i,40946929.0,2167618.0,61641420.0,30540292.0,59473802.0
176,2018,930958642.0,2.0183306934930093e+17,OREGON TRAIL ELECTRIC CONSUMERS COOPERATIVE INC,IRS990,part_i,1445311.0,0.0,56016818.0,132892115.0,56016818.0
177,2018,930958642.0,2.0183306934930093e+17,,IRS990,part_i,1445311.0,0.0,56016818.0,132892115.0,56016818.0
178,2018,931300043.0,2.019317893493011e+17,VOCATIONAL DEVELOPMENT FOUNDATION,IRS990,part_i,0.0,20850415.0,28101048.0,157856365.0,7250633.0
179,2018,931300043.0,2.019317893493011e+17,,IRS990,part_i,0.0,20850415.0,28101048.0,157856365.0,7250633.0
180,2018,930878944.0,2.0191080934930064e+17,MEDICAL TEAMS INTERNATIONAL,IRS990,part_i,15427644.0,-399994.0,53372388.0,32345042.0,53772382.0
181,2018,930878944.0,2.0191080934930064e+17,,IRS990,part_i,15427644.0,-399994.0,53372388.0,32345042.0,53772382.0
182,2018,930468214.0,2.019213093493049e+17,RELAY RESOURCES,IRS990,part_i,28663455.0,501351.0,40699731.0,77970810.0,40198380.0
183,2018,930468214.0,2.019213093493049e+17,,IRS990,part_i,28663455.0,501351.0,40699731.0,77970810.0,40198380.0
184,2018,200195556.0,2.019119393493017e+17,OCHIN INC,IRS990,part_i,31694866.0,-3276844.0,53838830.0,56774104.0,57115674.0
185,2018,200195556.0,2.019119393493017e+17,,IRS990,part_i,31694866.0,-3276844.0,53838830.0,56774104.0,57115674.0
186,2018,930814638.0,2.0191052934930074e+17,OREGON PUBLIC BROADCASTING,IRS990,part_i,16819713.0,7073108.0,40366060.0,86021919.0,33292952.0
187,2018,930814638.0,2.0191052934930074e+17,,IRS990,part_i,16819713.0,7073108.0,40366060.0,86021919.0,33292952.0
188,2018,930243503.0,2.018331993493189e+17,UNITUS COMMUNITY CREDIT UNION,IRS990,part_i,20840800.0,10375415.0,52172923.0,1118025963.0,41797508.0
189,2018,930243503.0,2.018331993493189e+17,,IRS990,part_i,20840800.0,10375415.0,52172923.0,1118025963.0,41797508.0
190,2018,936024307.0,2.018131993493078e+17,RIVERMARK COMMUNITY CREDIT UNION,IRS990,part_i,18424801.0,4919479.0,51900962.0,829184553.0,46981483.0
191,2018,936024307.0,2.018131993493078e+17,,IRS990,part_i,18424801.0,4919479.0,51900962.0,829184553.0,46981483.0
192,2018,911829317.0,2.0182310934930144e+17,FAMILYCARE HEALTH PLANS INC,IRS990,part_i,664147.0,-9808650.0,41947591.0,28806864.0,51756241.0
193,2018,911829317.0,2.0182310934930144e+17,,IRS990,part_i,664147.0,-9808650.0,41947591.0,28806864.0,51756241.0
194,2018,300179374.0,2.0194162934910077e+17,CRABBY BEACH FOUNDATION CO JEANNE BECKER,IRS990PF,pf_part_i,8100.0,0.0,16420195.0,,4001659.0
