Unnamed: 0,RETURN_ID,FILING_TYPE,EIN,TAX_PERIOD_x,SUB_DATE,TAXPAYER_NAME,RETURN_TYPE,DLN,OBJECT_ID,NAME,ICO,STREET,CITY,STATE,ZIP,INCOME_AMT,ASSET_AMT,TAX_PERIOD_y
1039,15155232,EFILE,271064431,201612,1/30/2018 9:15:05 PM,SOUND EQUINE OPTIONS,990EZ,93492310000367,201713109349200036,SOUND EQUINE OPTIONS,% KIM S MOSIMAN,PO BOX 1150,GRESHAM,OR,97030-0248,288092.0,120790.0,201712.0
487,15097171,EFILE,930909586,201706,1/8/2018 7:07:57 PM,UMPQUA ACTORS COMMUNITY THEATRE,990EZ,93492317018307,201703179349201830,UMPQUA ACTORS COMMUNITY THEATRE INC,% CHRIS DAVIDSON,PO BOX 839,ROSEBURG,OR,97470-0166,264973.0,389325.0,201806.0
350,15099994,EFILE,472178191,201612,1/9/2018 8:05:23 AM,QUEPASANA FOUNDATION,990EZ,93492318054057,201703189349205405,QUEPASANA FOUNDATION,% JORGE YANT,340 OAK ST,ASHLAND,OR,97520-1808,248711.0,238834.0,201712.0
2994,15404577,EFILE,930851927,201712,6/12/2018 9:52:07 PM,WILSONVILLE COMMUNITY SHARING,990EZ,93492133001008,201801339349200100,WILSONVILLE COMMUNITY SHARING,% TAMMY PUPPO,PO BOX 205,WILSONVILLE,OR,97070-0205,238106.0,255395.0,201812.0
678,15130857,EFILE,371755279,201612,1/17/2018 9:47:10 PM,CENTRAL OREGON VETERANS RANCH,990EZ,93492317017177,201723179349201717,CENTRAL OREGON VETERANS RANCH,,65920 61ST ST,BEND,OR,97703-8706,234148.0,134132.0,201712.0
2639,15338017,EFILE,472747562,201706,5/23/2018 9:29:24 PM,BETTER TOGETHER CENTRAL OREGON,990EZ,93492123013338,201831239349201333,BETTER TOGETHER CENTRAL OREGON,% KATIE CONDIT,2804 SW 6TH STREET,REDMOND,OR,97756-7143,228487.0,177789.0,201806.0
592,15069979,EFILE,271899059,201612,1/2/2018 12:51:01 PM,SALEM POLICE FOUNDATION,990EZ,93492319074717,201713199349207471,SALEM POLICE FOUNDATION,% JOHN D HAWKINS CPA,PO BOX 2631,SALEM,OR,97308-2631,228297.0,250451.0,201712.0
1332,15146526,EFILE,471085469,201706,1/25/2018 11:08:06 AM,TEACHING PRESCHOOL PARTNERS,990EZ,93492309000027,201723099349200002,TEACHING PRESCHOOL PARTNERS,% CATHERINE S WILLMOTT,2608 SW BUENA VISTA PL,PORTLAND,OR,97201-1785,227604.0,155693.0,201806.0
151,15107468,EFILE,262213911,201612,1/10/2018 9:03:34 AM,REDEEMING THE NATIONS MINISTRIES,990EZ,93492319002357,201703199349200235,REDEEMING THE NATIONS MINISTRIES INC,% SAMUEL HAKIM,121 SW MORRISON ST STE 600,PORTLAND,OR,97204-3136,220122.0,245065.0,201712.0
1157,15120215,EFILE,931248921,201706,1/12/2018 2:28:30 PM,HABITAT FOR HUMANITY INTERNATIONAL INC,990EZ,93492325006017,201713259349200601,HABITAT FOR HUMANITY INTERNATIONAL INC,% FREDRICK ERICSON,PO BOX 111,LA GRANDE,OR,97850-0111,207051.0,465562.0,201806.0
37,15076680,EFILE,274414937,201706,1/3/2018 2:36:43 PM,OREGON HEALTH CARE INTERPRETERS ASSOC,990EZ,93492314020687,201733149349202068,OREGON HEALTH CARE INTERPRETERS ASSOCIATION,% SUSANA MOLANO,9220 SW BARBUR BLVD STE 119 # 315,PORTLAND,OR,97219-8878,204580.0,46790.0,201806.0
582,15085916,EFILE,263788260,201612,1/4/2018 10:36:57 PM,SKEPTOID MEDIA INC,990EZ,93492319029967,201713199349202996,SKEPTOID MEDIA INC,% BRIAN DUNNING,740 NE 3RD ST STE 3 # 220,BEND,OR,97701-4700,202244.0,58482.0,201712.0
5559,15904917,EFILE,271368950,201712,11/14/2018 7:37:39 PM,OREGON LEADERSHIP DEVELOPMENT INSTITUTE,990EZ,93492256007358,201802569349200735,OREGON LEADERSHIP DEVELOPMENT INSTITUTE,% JOHN RAMIG,1331 NW LOVEJOY ST STE 900,PORTLAND,OR,97209-3280,199444.0,182632.0,201712.0
5693,15822554,EFILE,263675851,201712,10/23/2018 5:29:33 PM,LYDIA INC,990EZ,93492135031738,201831359349203173,LYDIA INC,% BOB PETRIK,PO BOX 933,BAKER CITY,OR,97814-0933,199135.0,56605.0,201712.0
4079,15709734,EFILE,452096351,201712,9/20/2018 7:59:59 AM,YOUTH DEVELOPMENT COALITION OF LINCOLN COUNTY,990EZ,93492135057908,201801359349205790,YOUTH DEVELOPMENT COALITION OF LINCOLN COUNTY INC,% DEBRA JONES,PO BOX 1062,NEWPORT,OR,97365-0081,199038.0,46353.0,201712.0
2574,15203792,EFILE,931321979,201612,3/6/2018 9:24:01 AM,WALAMA RESTORATION PROJECT,990EZ,93492033006398,201840339349200639,WALAMA RESTORATION PROJECT,,PO BOX 894,EUGENE,OR,97440-0894,196942.0,86428.0,201712.0
2575,15662369,EFILE,931321979,201712,9/6/2018 9:10:17 PM,WALAMA RESTORATION PROJECT,990EZ,93492128013318,201811289349201331,WALAMA RESTORATION PROJECT,,PO BOX 894,EUGENE,OR,97440-0894,196942.0,86428.0,201712.0
3682,15630290,EFILE,273219479,201712,8/29/2018 11:04:40 AM,MEDIA ARTS INSTITUTE,990EZ,93492095003358,201800959349200335,JOURNALISTIC LEARNING INITIATIVE,% ED MADISON,2852 WILLAMETTE ST,EUGENE,OR,97405-8200,196180.0,96262.0,201712.0
84,15071274,EFILE,936099167,201706,1/2/2018 5:23:32 PM,SOUTHWESTERN OREGON TRAINING TRUST,990EZ,93492319068487,201733199349206848,SOUTHWESTERN OREGON INSIDE ELECTRCL JOINT APPRENTICESHIP TRAINING TRST,,3427 ASH ST,NORTH BEND,OR,97459-1101,196062.0,366291.0,201806.0
2436,15231138,EFILE,930991012,201706,3/23/2018 11:14:33 PM,PTA IRVINGTON ELEMENTARY SCHOOL OREGON CONGRESS,990EZ,93492053003278,201820539349200327,PTA OREGON CONGRESS,,1320 NE BRAZEE ST,PORTLAND,OR,97212-4159,195783.0,185510.0,201706.0
5047,15897159,EFILE,274846178,201712,11/8/2018 8:07:00 PM,YAMHILL ENRICHMENT SOCIETY,990EZ,93492166002208,201801669349200220,YAMHILL ENRICHMENT SOCIETY,% SUSAN SOKOL BLOSSER,638 NE 5TH STREET STE 200,MCMINNVILLE,OR,97128-4507,194045.0,94807.0,201712.0
2063,15216200,EFILE,453599268,201706,3/13/2018 8:41:28 PM,SENIOR ADVOCATES FOR GENERATIONAL EQUITY SAGE,990EZ,93492046009148,201840469349200914,SENIOR ADVOCATES FOR GENERATIONAL EQUITY INC,% C/O S WARD GREENE,1515 SW 5TH AVE STE 600,PORTLAND,OR,97201-5449,193530.0,36036.0,201706.0
1464,15163840,EFILE,10932751,201612,2/2/2018 7:12:43 PM,LIFESTYLE MEDICINE FOUNDATION,990EZ,93492165003347,201741659349200334,LIFESTYLE MEDICINE FOUNDATION,% MARC BRAMAN,PO BOX 4141,SALEM,OR,97302-8141,193505.0,110587.0,201712.0
1465,15592288,EFILE,10932751,201712,8/16/2018 12:07:56 PM,LIFESTYLE MEDICINE FOUNDATION,990EZ,93492102002018,201811029349200201,LIFESTYLE MEDICINE FOUNDATION,% MARC BRAMAN,PO BOX 4141,SALEM,OR,97302-8141,193505.0,110587.0,201712.0
2862,15403810,EFILE,237065108,201712,6/12/2018 7:30:26 PM,OREGON SOCIETY OF AMERICAN FORESTERS,990EZ,93492107001038,201831079349200103,SOCIETY OF AMERICAN FORESTERS,% STEPHEN L CAFFERATA,4033 SW CANYON RD,PORTLAND,OR,97221-2760,193247.0,274224.0,201712.0
3177,15550253,EFILE,462588355,201712,7/30/2018 8:42:45 PM,FISH FOOD BANK,990EZ,93492120001308,201801209349200130,FISH FOOD BANK,,1767 12TH STREET NO 147,HOOD RIVER,OR,97031-9531,192707.0,310089.0,201712.0
3655,15642695,EFILE,271033166,201712,8/30/2018 10:40:24 PM,TDS MINISTRIES INC ATTN JESS PARKER,990EZ,93492070001588,201830709349200158,TDS MINISTRIES INC,% TDS MINISTRIES INC,875 S 43RD ST,SPRINGFIELD,OR,97478-7521,191821.0,1.0,201712.0
5306,15836963,EFILE,463106746,201806,10/26/2018 9:42:08 AM,SOUTHERN OREGON FOUNDATION SUPPORTING A CURE FOR CANCER,990EZ,93492242000408,201802429349200040,SOUTHERN OREGON FOUNDATION SUPPORTING A CURE FOR CANCER,% BARBARA JOHNSON,PO BOX 836,MEDFORD,OR,97501-0060,191071.0,19064.0,201806.0
4940,15709493,EFILE,820472191,201712,9/20/2018 7:36:38 AM,IRONWOOD THROWERS CAMP INC,990EZ,93492136013128,201821369349201312,IRONWOOD THROWERS CAMP INC,% BART TEMPLEMAN,3720 SW BOND AVE UNIT 2514,PORTLAND,OR,97239-4578,190969.0,1756.0,201712.0
5573,15905709,EFILE,453700432,201712,11/14/2018 10:01:34 PM,SPARKS OF HOPE,990EZ,93492250000368,201812509349200036,SPARKS OF HOPE,% R NIKKI HARMON,1819 SW 5TH AVENUE NO 303,PORTLAND,OR,97201-5277,190784.0,11992.0,201712.0
823,15131272,EFILE,611551935,201706,1/17/2018 10:54:05 PM,CASA OF LINCOLN COUNTY INC,990EZ,93492314020777,201723149349202077,CASA OF LINCOLN COUNTY INC,% DANIEL T MCCARTHY,PO BOX 116,NEWPORT,OR,97365-0135,189935.0,13816.0,201706.0
3539,15619874,EFILE,454844162,201712,8/27/2018 10:07:45 AM,BLUE MOUNTAINS FOREST PARTNERS,990EZ,93492086006068,201810869349200606,BLUE MOUNTAINS FOREST PARTNERS,,PO BOX 595,MT VERNON,OR,97865-0595,189882.0,191701.0,201712.0
1786,15173804,EFILE,931113774,201706,2/13/2018 11:39:38 AM,WEST LINN-WILSONVILLE EDUCATION FOUNDATION,990EZ,93492353005077,201723539349200507,WEST LINN-WILSONVILLE EDUCATION FOUNDATION,,22210 SW STAFFORD RD,TUALATIN,OR,97062-7738,189220.0,342886.0,201706.0
941,15133987,EFILE,931298147,201705,1/18/2018 9:54:04 AM,MCNARY HIGH SCHOOL BAND BOOSTERS,990EZ,93492311007257,201703119349200725,MCNARY HIGH SCHOOL BAND BOOSTERS INC,% NADINE VAN HANDEL,3785 RIVER ROAD N,SALEM,OR,97303-5098,189219.0,27181.0,201805.0
942,16006820,EFILE,931298147,201805,12/14/2018 7:32:27 PM,MCNARY HIGH SCHOOL BAND BOOSTERS,990EZ,93492310004428,201823109349200442,MCNARY HIGH SCHOOL BAND BOOSTERS INC,% NADINE VAN HANDEL,3785 RIVER ROAD N,SALEM,OR,97303-5098,189219.0,27181.0,201805.0
3996,15658149,EFILE,464190513,201712,9/6/2018 10:19:34 AM,VILLAGES NW - METRO,990EZ,93492145004208,201801459349200420,VILLAGES NW - METRO,% ANNE ANDLER,PO BOX 33642,PORTLAND,OR,97292-3642,189141.0,236455.0,201712.0
3314,15629964,EFILE,274608399,201712,8/29/2018 10:27:28 AM,GUNG HO MINISTRIES,990EZ,93492071006098,201840719349200609,GUNG HO MINISTRIES,% LINDA EATON,7210 SW TAYLORS FERRY RD,TIGARD,OR,97223-1165,189065.0,390212.0,201712.0
354,15112620,EFILE,475077856,201612,1/11/2018 8:24:29 AM,ADF PORTLAND,990EZ,93492318017447,201743189349201744,ADF PORTLAND,,17158 SW UPPER BOONES FERRY RD,PORTLAND,OR,97224-7004,188690.0,104281.0,201712.0
355,15550438,EFILE,475077856,201712,7/30/2018 8:54:03 PM,ADF PORTLAND,990EZ,93492120006308,201801209349200630,ADF PORTLAND,,17158 SW UPPER BOONES FERRY RD,PORTLAND,OR,97224-7004,188690.0,104281.0,201712.0
5008,15823256,EFILE,900866141,201712,10/23/2018 7:03:47 PM,BUDDHISM ACCADEMY,990EZ,93492134037968,201811349349203796,BUDDHISM ACADEMY,%,16800 NW COBURG LN,BEAVERTON,OR,97006-5214,188500.0,7724.0,201712.0
5942,16006083,EFILE,931330075,201712,12/14/2018 6:25:33 PM,FRIENDS OF HENDRICKS PARK,990EZ,93492311014918,201813119349201491,FRIENDS OF HENDRICKS PARK,,1870 FAIRMOUNT BLVD,EUGENE,OR,97403-1795,188398.0,127084.0,201712.0
4551,15791304,EFILE,272837197,201612,10/15/2018 8:09:18 AM,NEIGHBORS FOR CLEAN AIR,990EZ,93492223003048,201842239349200304,NEIGHBORS FOR CLEAN AIR,% RALPH BLOEMERS,PO BOX 10544,PORTLAND,OR,97296-0544,188249.0,100799.0,201712.0
4410,15746062,EFILE,931317590,201802,9/28/2018 11:49:52 PM,ONE FAIR WORLD,990EZ,93492194005428,201821949349200542,ONE FAIR WORLD SALEM OREGON INC,% ELLEN CHAMBERS,1790 19TH ST NE,SALEM,OR,97301-7936,188158.0,88546.0,201802.0
950,15133641,EFILE,930998418,201706,1/18/2018 9:26:39 AM,WINTERSPRING CENTER TRANSFORMING GRIEF AND LOSS,990EZ,93492311020557,201703119349202055,WINTERSPRING CENTER TRANSFORMING GRIEF AND LOSS,,PO BOX 8169,MEDFORD,OR,97501-0469,188001.0,255086.0,201706.0
909,15099853,EFILE,931309770,201612,1/9/2018 7:55:19 AM,WEST ALBANY SPORTS FOUNDATION,990EZ,93492319057237,201733199349205723,WEST ALBANY SPORTS FOUNDATION,% SPECTRUM CPA GROUP LLP,PO BOX 1124,ALBANY,OR,97321-0523,187750.0,157097.0,201712.0
3794,15695315,EFILE,931215202,201712,9/17/2018 8:37:59 AM,CLACKAMAS YOUTH FOOTBALL,990EZ,93492176004268,201811769349200426,CLACKAMAS YOUTH FOOTBALL,,12042 SE SUNNYSIDE RD PMB 417,CLACKAMAS,OR,97015-8382,187711.0,46344.0,201712.0
5659,15949093,EFILE,272051482,201712,11/27/2018 8:22:21 PM,INTERNATIONAL ASSOCIATION OF PROCESS ORIENTED PSYCHOLOGY IAPOP,990EZ,93492262000308,201802629349200030,INTERNATIONAL ASSOCIATION OF PROCESS ORIENTED PSYCHOLOGY,% STANFORD SIVER,3407 N BALDWIN ST,PORTLAND,OR,97217-6005,187346.0,64071.0,201712.0
5678,15822281,EFILE,474410021,201712,10/23/2018 5:06:23 PM,BRIDGE OF HOPE AFRICA MINISTRIES,990EZ,93492135004038,201831359349200403,BRIDGE OF HOPE AFRICA MINISTRIES,,PO BOX 96091,PORTLAND,OR,97296-6002,186911.0,30050.0,201712.0
1191,15155188,EFILE,611693223,201612,1/30/2018 8:50:42 PM,OPTIONS FOR HOMELESS RESIDENTS OF ASHLAND,990EZ,93492307007367,201713079349200736,OPTIONS FOR HOMELESS RESIDENTS OF ASHLAND,,PO BOX 1133,ASHLAND,OR,97520-0038,186869.0,282940.0,201712.0
1192,15752193,EFILE,611693223,201712,10/2/2018 5:50:41 AM,OPTIONS FOR HOMELESS RESIDENTS OF ASHLAND,990EZ,93492134033688,201831349349203368,OPTIONS FOR HOMELESS RESIDENTS OF ASHLAND,,PO BOX 1133,ASHLAND,OR,97520-0038,186869.0,282940.0,201712.0
4357,15752464,EFILE,930935172,201712,10/2/2018 7:01:26 AM,CANYON CRISIS AND RESOURCE CENTER,990EZ,93492134055418,201811349349205541,CANYON CRISIS CENTER,,408 N 3RD AVE,STAYTON,OR,97383-1728,186689.0,282590.0,201712.0
2489,15203743,EFILE,911803863,201706,3/6/2018 8:53:03 AM,OREGON FOSTER PARENT ASSOCIATION,990EZ,93492038003388,201830389349200338,OREGON FOSTER PARENT ASSOCIATION,,460 MISSION ST SE,SALEM,OR,97302-6215,186210.0,144828.0,201706.0
349,15791322,EFILE,141858512,201712,10/15/2018 8:10:53 AM,INTEGRITY PLUS RPP,990EZ,93492227013568,201812279349201356,INTEGRITY PLUS,% KIMBERLY TAFOYA,6320 NE HALSEY ST,PORTLAND,OR,97213-4720,185893.0,21.0,201712.0
5906,15994104,EFILE,352448580,201806,12/11/2018 5:54:07 PM,MY NEXT STEP,990EZ,93492297009208,201802979349200920,MY NEXT STEP,% ROXANNA JENNINGS,PO BOX 831,ST HELENS,OR,97051-0831,184886.0,22523.0,201806.0
4590,15808323,EFILE,460879155,201712,10/18/2018 12:48:59 PM,KLAMATH TRAILS ALLIANCE,990EZ,93492131011398,201841319349201139,KLAMATH TRAILS ALLIANCE,% JOANN CLIFTON,PO BOX 347,KLAMATH FALLS,OR,97601-0018,184775.0,184407.0,201712.0
257,15105062,EFILE,742227972,201706,1/9/2018 9:38:33 PM,ASSOCIATION OF CHRISTIAN MINISTRIES TO INTERNATIONALS,990EZ,93492317043087,201733179349204308,ASSOCIATION OF CHRISTIAN MINISTRIES TO INTERNATIONALS,,6012 SE YAMHILL ST,PORTLAND,OR,97215-2829,184268.0,54324.0,201706.0
1904,15154027,EFILE,930978737,201612,1/30/2018 12:45:51 PM,HOPE EQUESTRIAN CENTER,990EZ,93492313003267,201713139349200326,H O P E EQUESTRIAN CENTER,,PO BOX 396,EAGLE POINT,OR,97524-0396,183558.0,173688.0,201712.0
6257,16024058,EFILE,931268523,201712,12/19/2018 11:02:47 AM,INDEPENDENT PUBLISHING RESOURCE CENTER IPRC,990EZ,93492319017238,201833199349201723,INDEPENDENT PUBLISHING RESOURCE CENTER INC,,1305 SOUTHEAST MARTIN LUTHER KING J,PORTLAND,OR,97214-3457,183544.0,722.0,201712.0
1135,15100062,EFILE,930594784,201707,1/9/2018 8:17:54 AM,YOUNGSET PRESCHOOL,990EZ,93492347002157,201703479349200215,YOUNG SET PRESCHOOL,,1838 SW JEFFERSON ST,PORTLAND,OR,97201-2463,183331.0,160771.0,201807.0
1772,15175297,EFILE,930679056,201706,2/13/2018 10:44:45 PM,AMERICAN PRODUCTION AND INVENTORY CONTROL SOCIETY,990EZ,93492355005167,201713559349200516,AMERICAN PRODUCTION AND INVENTORY CONTROL SOCIETY,,818 SW 3RD AVE,PORTLAND,OR,97204-2405,183085.0,198868.0,201806.0
3041,15340229,EFILE,470918273,201712,5/24/2018 7:49:37 AM,TILLAMOOK POLICE CADET ASSOCIATION CO TERRY WRIGHT,990EZ,93492045008338,201830459349200833,TILLAMOOK POLICE CADET ASSOCIATION,% TERRY WRIGHT,207 MADRONA AVE,TILLAMOOK,OR,97141-2410,182350.0,23910.0,201812.0
1832,15141815,EFILE,208452489,201612,1/23/2018 10:03:21 PM,NATUROPATHIC MEDICAL SCHOOL STUDENT ASSOCIATION,990EZ,93492319076097,201743199349207609,NATUROPATHIC MEDICAL STUDENTASSOCIATION,% MALEA MACODRUM,049 SW PORTER ST,PORTLAND,OR,97201-4848,182334.0,83248.0,201712.0
164,15107613,EFILE,900866667,201706,1/10/2018 9:25:15 AM,MUSIC WORKSHOP,990EZ,93492319001157,201703199349200115,MUSIC WORKSHOP,% AMY RICHTER,6681 SW 88TH PL,PORTLAND,OR,97223-7255,181587.0,29729.0,201706.0
6125,15984192,EFILE,680494059,201712,12/7/2018 2:20:52 PM,KLAMATH YOUTH BASEBALL,990EZ,93492309011088,201833099349201108,KLAMATH YOUTH BASEBALL,% JEFF BRADFORD,8842 ARANT RD,KLAMATH FALLS,OR,97603-6410,181370.0,98759.0,201712.0
2867,15222403,EFILE,930972984,201709,3/16/2018 12:01:15 PM,BEND NORTH LITTLE LEAGUE,990EZ,93492043004348,201840439349200434,LITTLE LEAGUE BASEBALL INC,% SPENCER SCHOCK,PO BOX 7784,BEND,OR,97708-7784,180782.0,93179.0,201809.0
5410,15889081,EFILE,453239706,201712,11/7/2018 11:19:09 PM,KINGDOMWORK MINISTRIES INTERNATIONL,990EZ,93492241002238,201832419349200223,KINGDOMWORK MINISTRIES INTERNATIONAL,% DWAIN C LUNDY,PO BOX 71,POWELL BUTTE,OR,97753-0071,180318.0,59429.0,201712.0
3232,15459918,EFILE,452052157,201712,6/21/2018 9:32:01 PM,WORLD MUSE,990EZ,93492134020908,201801349349202090,WORLD MUSE,% AMANDA STUERMER,540 NW CONGRESS ST,BEND,OR,97703-2510,179919.0,32278.0,201712.0
3642,15609373,EFILE,911835082,201706,8/22/2018 4:38:32 PM,FINDLEY PARENT TEACHER ORGANIZATION INC,990EZ,93492127010038,201831279349201003,FINDLEY PARENT TEACHER ORGANIZATION INC,% RENEE HARPER TREAS,4155 NW SALTZMAN RD,PORTLAND,OR,97229-2433,179610.0,117906.0,201806.0
1693,15204327,EFILE,900111740,201706,3/6/2018 11:08:03 AM,FRIENDSHIP WITH CAMBODIA,990EZ,93492010001118,201810109349200111,FRIENDSHIP WITH CAMBODIA,,PO BOX 5231,EUGENE,OR,97405-0231,179541.0,275923.0,201806.0
6170,15963646,EFILE,203822162,201712,11/30/2018 5:46:03 PM,KINDRED PARTNERS,990EZ,93492264001248,201842649349200124,KINDRED PARTNERS,,PO BOX 2241,BEAVERTON,OR,97075-2241,179506.0,72009.0,201712.0
5070,15896843,EFILE,202557070,201712,11/8/2018 7:42:41 PM,WASHINGTON COUNTY BICYCLE TRANSPORT,990EZ,93492151006438,201831519349200643,WASHINGTON COUNTY BICYCLE TRANSPORTATION COALITION,% HAL BALLARD,137 NE 3RD AVE,HILLSBORO,OR,97124-3149,179497.0,122021.0,201712.0
5478,15888691,EFILE,931295041,201804,11/7/2018 10:20:34 PM,SHERWOOD BASKETBALL ORGANIZATION,990EZ,93492239005438,201832399349200543,SHERWOOD BASKETBALL ORGANIZATION,% LYNDA BRADSHAW,PO BOX 1024,SHERWOOD,OR,97140-1024,179463.0,99875.0,201804.0
3732,15692850,EFILE,680671396,201712,9/14/2018 7:20:53 PM,RESTORATION GATEWAY MINISTRIES,990EZ,93492142002218,201811429349200221,RESTORATION GATEWAY MINISTRIES,% KAY TOLMAN,PO BOX 342,BEAVERTON,OR,97075-0342,178394.0,8002.0,201812.0
3346,15619625,EFILE,208751547,201712,8/27/2018 9:02:15 AM,CITY OF REFUGE INTERNATIONAL INC,990EZ,93492080001138,201830809349200113,CITY OF REFUGE INTERNATIONAL INC,% PATRICIA E MAY,PO BOX 70101,SPRINGFIELD,OR,97475-0106,177869.0,108059.0,201712.0
5071,15872277,EFILE,943110224,201706,11/5/2018 5:37:34 PM,JACKSON COUNTY COMMUNITY SERVICES CONSORTIUM,990EZ,93492135037968,201811359349203796,JACKSON COUNTY COMMUNITY SERVICES CONSORTIUM INC,,PO BOX 1087,MEDFORD,OR,97501-0079,177832.0,345338.0,201806.0
1592,15215901,EFILE,936039301,201706,3/13/2018 6:58:52 PM,PTA CAPITOL HILL OREGON CONGRESS,990EZ,93492044008648,201840449349200864,PTA OREGON CONGRESS,% JON YEARGERS,8401 SW 17TH AVE,PORTLAND,OR,97219-4101,177791.0,256176.0,201706.0
1863,15173779,EFILE,931003195,201706,2/13/2018 11:33:54 AM,OREGON JUVENILE DEPARTMENT DIRECTORS ASSOCIATION INC,990EZ,93492349002347,201743499349200234,OREGON JUVENILE DEPARTMENT DIRECTORS ASSOCIATION INC,% TREASURER,305 NE 3RD ST,PRINEVILLE,OR,97754-1918,177519.0,141513.0,201806.0
5154,15879961,EFILE,272389205,201712,11/6/2018 10:50:55 PM,NEW HOPE FOR EASTERN OREGON ANIMALS,990EZ,93492134029848,201841349349202984,NEW HOPE FOR EASTERN OREGON ANIMALS,% KAREN F HAINES,PO BOX 146,BAKER CITY,OR,97814-0146,175910.0,222760.0,201712.0
3184,15404044,EFILE,931261412,201712,6/12/2018 8:22:30 PM,OREGON CHAPTER FOUNDATION FOR NORTH AMERICAN WILD SHEEP,990EZ,93492131025908,201801319349202590,OREGON CHAPTER OF THE FOUNDATION FOR NORTH AMERICAN WILD SHEEP,% LEROY MARTIN PRES,PO BOX 1186,WILSONVILLE,OR,97070-1186,175825.0,231114.0,201712.0
2874,15340473,EFILE,931100917,201712,5/24/2018 8:18:25 AM,FESTA ITALIANA ASSOCIATION INC,990EZ,93492043000328,201820439349200032,FESTA ITALIANA ASSOCIATION INC,% GEORGE BATTISTEL,PO BOX 18084,PORTLAND,OR,97218-0084,175765.0,44800.0,201712.0
4193,15734402,EFILE,261925411,201712,9/27/2018 5:30:39 AM,CANBY RODEO ASSOCIATION INC,990EZ,93492204008318,201812049349200831,CANBY RODEO ASSOCIATION INC,% JAMES C WILLIAMS,PO BOX 123,CANBY,OR,97013-0123,175012.0,70265.0,201712.0
5838,16020201,EFILE,930948164,201712,12/18/2018 8:19:18 PM,KEIZER SOCCER CLUB,990EZ,93492317012458,201803179349201245,KEIZER SOCCER CLUB,% VICKY JACKSON,PO BOX 20953,KEIZER,OR,97307-0953,174378.0,44253.0,201712.0
