org_id,related_id,related_name
930386868,420680448,CATHOLIC HEALTH INITIATIVES - IOWA CORP
930386868,840902211,CATHOLIC HEALTH INITIATIVES COLORADO FOUNDATION
930386868,270930004,CATHOLIC HEALTH INITIATIVES NATIONAL FOUNDATION
930386868,460992796,CATHOLIC HEALTH INITIATIVES VIRTUAL HEALTH SERVICES
930386868,263946191,CENTENNIAL MEDICAL GROUP INC
930386868,480543724,CENTRAL KANSAS MEDICAL CENTER
930386868,271966847,CHI HEALTH CONNECT AT HOME - FARGO
930386868,271050565,CHI INSTITUTE FOR RESEARCH AND INNOVATION
930386868,202741651,CHI KENTUCKY INC
930386868,341892096,CHI LIVING COMMUNITIES
930386868,822748395,CHI Memorial Hospital - Georgia
930386868,451261716,CHI NATIONAL HOME CARE
930386868,452532084,CHI NATIONAL SERVICES
930386868,363233121,CHI NEBRASKA
930386868,232342997,CHI ST JOSEPH CHILDREN'S HEALTH
930386868,710897107,CHI ST JOSEPH'S CHILDREN
930386868,741161938,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE MEDICAL CENTER
930386868,710236913,CHI ST VINCENT HOSPITAL HOT SPRINGS
930386868,261125064,CHI ST VINCENT HOT SPRINGS
930386868,261125131,CHI ST VINCENT MEDICAL GROUP HOT SPRINGS
930386868,470617373,COMMONSPIRIT HEALTH
930386868,237419853,COMMUNITY LIMITED CARE DIALYSIS CENTER
930386868,421294399,COMMUNITY MEMORIAL HOSPITAL MEDICAL SERVICE FOUNDATION
930386868,611400619,CONTINUING CARE HOSPITAL
930386868,454736213,East Texas Clinical Services
930386868,910715805,ENUMCLAW REGIONAL HOSPITAL ASSOCIATION
930386868,611345363,FLAGET HEALTHCARE INC
930386868,562351341,FLAGET MEMORIAL HOSPITAL FOUNDATION INC
930386868,341931806,FRANCISCAN CARE CENTER
930386868,911145592,FRANCISCAN FOUNDATION
930386868,910564491,FRANCISCAN HEALTH SYSTEM
930386868,431882377,FRANCISCAN HEALTH VENTURES FKA SJMGROUP
930386868,911939739,FRANCISCAN MEDICAL GROUP
930386868,391093829,FRANCISCAN VILLA OF SOUTH MILWAUKEE INC
930386868,450227752,GARRISON MEMORIAL HOSPITAL
930386868,201536108,GLOBAL HEALTH INITIATIVES
930386868,311778403,GOOD SAMARITAN COLLEGE OF NURSING & HEALTH SCIENCE
930386868,311206047,GOOD SAMARITAN FOUNDATION OF CINCINNATI INC
930386868,310536981,GOOD SAMARITAN HOSPITAL
930386868,470379755,GOOD SAMARITAN HOSPITAL
930386868,470659443,GOOD SAMARITAN HOSPITAL FOUNDATION
930386868,237296923,GOOD SAMARITAN HOSPITAL FOUNDATION - DAYTON
930386868,910565546,HARRISON MEDICAL CENTER
930386868,911197626,HARRISON MEDICAL CENTER FOUNDATION
930386868,760761782,HEALTHCARE AND WELLNESS FOUNDATION
930386868,910712166,HIGHLINE MEDICAL CENTER
930386868,421323808,HOUSE OF MERCY
930386868,611029768,JEWISH HOSPITAL AND ST MARY'S HEALTHCARE INC
930386868,611352729,KENTUCKYONE HEALTH MEDICAL GROUP INC
930386868,611029769,KENTUCKYONE HEALTH INC
930386868,410758434,LAKEWOOD HEALTH CENTER
930386868,411893795,LAKEWOOD REGIONAL HEALTHCARE FOUNDATION
930386868,930821381,LINUS OAKES INC
930386868,820558836,LISBON AREA HEALTH SERVICES
930386868,820563768,LUFKIN VISION ACQUISITIONS
930386868,742761145,MADISON ST JOSEPH HEALTH CENTER
930386868,610654635,MADONNA MANOR INC
930386868,621839548,MEMORIAL HEALTH CARE SYSTEM FOUNDATION INC
930386868,620532345,MEMORIAL HEALTH CARE SYSTEM INC
930386868,030417049,MEMORIAL HEALTH PARTNERS FOUNDATION INC
930386868,750755367,MEMORIAL HEALTH SYSTEM OF EAST TEXAS
930386868,760436439,MEMORIAL MEDICAL CENTER - LIVINGSTON
930386868,752663904,MEMORIAL MEDICAL CENTER - SAN AUGUSTINE
930386868,752721155,MEMORIAL MULTISPECIALTY ASSOCIATES
930386868,752492741,MEMORIAL SPECIALTY HOSPITAL
930386868,426076069,MERCY AUXILIARY OF CENTRAL IOWA
930386868,421193699,MERCY CLINICS INC
930386868,421511682,MERCY COLLEGE OF HEALTH SCIENCES
930386868,237358794,MERCY FOUNDATION OF DES MOINES IA
930386868,936088946,MERCY FOUNDATION INC
930386868,421461064,MERCY HEALTH CARE FOUNDATION
930386868,450435338,MERCY HEALTHCARE FOUNDATION
930386868,421178204,MERCY HOSPITAL FOUNDATION COUNCIL BLUFFS
930386868,450227012,MERCY HOSPITAL OF DEVILS LAKE
930386868,352367360,MERCY HOSPITAL OF DEVILS LAKE FOUNDATION
930386868,450226553,MERCY HOSPITAL OF VALLEY CITY
930386868,450231183,MERCY MEDICAL CENTER
930386868,420680308,MERCY MEDICAL CENTER - CENTERVILLE
930386868,421470935,MERCY MEDICAL CENTER - NEWTON DBA SKIFF MEDICAL CENTER
930386868,930386868,MERCY MEDICAL CENTER INC
930386868,450381803,MERCY MEDICAL FOUNDATION
930386868,392031968,NEBRASKA HEART HOSPITAL
930386868,450439894,North Central Health Care Alliance dba PrimeCare Health Group
930386868,450231675,OAKES COMMUNITY HOSPITAL
930386868,710966606,OAKES COMMUNITY HOSPITAL FOUNDATION
930386868,752493116,PINEYWOODS MEDICAL DEVELOPMENT CORP
930386868,341658625,PROVIDENCE CARE CENTER
930386868,341826099,PROVIDENCE CARE CENTERS
930386868,341896807,PROVIDENCE RESIDENTIAL COMMUNITY CORPORATION
930386868,841234295,PUEBLO STEPUP
930386868,911170040,REGIONAL HOSPITAL FOR RESPIRATORY AND COMPLEX CARE
930386868,841183335,SET OF COLORADO SPRINGS INC
930386868,222876836,SAINT CLARE'S COMMUNITY CARE INC
930386868,222502997,SAINT CLARE'S FOUNDATION INC
930386868,223639733,SAINT CLARE'S HEALTH SERVICES INC
930386868,223319886,SAINT CLARE'S HOSPITAL INC
930386868,470625523,SAINT ELIZABETH FOUNDATION
930386868,363233120,SAINT ELIZABETH HEALTH SERVICES
930386868,470379836,SAINT ELIZABETH REGIONAL MEDICAL CENTER
930386868,470376601,SAINT FRANCIS MEDICAL CENTER
930386868,470630267,SAINT FRANCIS MEDICAL CENTER FOUNDATION
930386868,260152877,SAINT JOSEPH BEREA HOSPITAL FOUNDATION INC
930386868,611334601,SAINT JOSEPH HEALTH SYSTEM INC
930386868,611159649,SAINT JOSEPH HOSPITAL FOUNDATION INC
930386868,260438748,SAINT JOSEPH LONDON FOUNDATION INC
930386868,272884584,SAINT JOSEPH MOUNT STERLING FOUNDATION INC
930386868,363418207,SAINT JOSEPH'S HOSPITAL FOUNDATION
930386868,020633634,SAMARITAN BEHAVIORAL HEALTH INC
930386868,311107411,SAMARITAN HEALTH PARTNERS
930386868,363630014,SCHUYLER MEMORIAL HOSPITAL FOUNDATION INC
930386868,440545809,SJRMC JOPLIN MISSOURI
930386868,450226711,ST ALEXIUS MEDICAL CENTER
930386868,930391614,ST ANTHONY HOSPITAL
930386868,930992727,ST ANTHONY HOSPITAL FOUNDATION
930386868,710245507,ST ANTHONY'S HOSPITAL ASSOCIATION
930386868,480543721,ST CATHERINE HOSPITAL
930386868,200598702,ST CATHERINE HOSPITAL DEVELOPMENT FOUNDATION
930386868,270163752,ST CLARE COMMONS
930386868,930433692,ST DOMINIC OF ONTARIO OREGON
930386868,410729978,ST FRANCIS HOME
930386868,222536017,ST FRANCIS LIFE CARE CORPORATION
930386868,410695598,ST FRANCIS MEDICAL CENTER
930386868,742351158,ST JOSEPH FOUNDATION OF BRYAN TEXAS
930386868,742847594,ST JOSEPH MANOR
930386868,520591461,ST JOSEPH MEDICAL CENTER INC
930386868,203159302,ST JOSEPH PHYSICIAN ASSOCIATES
930386868,521311775,ST JOSEPH PHYSICIAN ENTERPRISE INC
930386868,741282696,ST JOSEPH REGIONAL HEALTH CENTER
930386868,454088170,ST JOSEPH REGIONAL HEALTH PARTNERS
930386868,463265423,ST JOSEPH REGIONAL HEALTH PARTNERS ACO
930386868,742455161,ST JOSEPH SERVICES CORPORATION
930386868,410695603,ST JOSEPH'S AREA HEALTH SERVICES
930386868,450226429,ST JOSEPH'S HOSPITAL AND HEALTH CENTER
930386868,341940863,ST LEONARD
930386868,273733278,ST LUKE'S COMMUNITY DEVELOPMENT CORPORATION - PMC
930386868,261947374,ST LUKE'S COMMUNITY DEVELOPMENT CORPORATION - SUGAR LAND
930386868,260335902,ST LUKE'S COMMUNITY DEVELOPMENT CORPORATION - THE WOODLANDS
930386868,760536234,ST LUKE'S COMMUNITY HEALTH SERVICES
930386868,453811485,ST LUKE'S FOUNDATION
930386868,760536232,ST LUKE'S HEALTH SYSTEM CORPORATION
930386868,263734606,ST LUKE'S HOSPITAL AT THE VINTAGE
930386868,760531713,ST LUKE'S MEDICAL TOWER CORPORATION
930386868,760531716,ST LUKE'S PROPERTIES CORPORATION
930386868,454120549,ST LUKE'S SUGAR LAND PROPERTIES CORPORATION
930386868,470443636,ST MARY'S COMMUNITY HOSPITAL
930386868,470707604,ST MARY'S HOSPITAL FOUNDATION
930386868,510169537,ST VINCENT FOUNDATION
930386868,710236917,ST VINCENT INFIRMARY MEDICAL CENTER
930386868,710830696,ST VINCENT MEDICAL GROUP
930386868,341412964,SYLVANIA FRANCISCAN HEALTH
930386868,455357161,SYLVANIA FRANCISCAN HEALTH FOUNDATION
930386868,341826097,THE COMMONS OF PROVIDENCE
930386868,741385192,THE COMMUNITY HOSPITAL OF BRAZOSPORT
930386868,310537486,THE GOOD SAMARITAN HOSPITAL OF CINCINNATI OH
930386868,300502367,THE HEART INSTITUTE OF DAYTON
930386868,470780857,THE PHYSICIAN NETWORK
930386868,840927232,TOTAL HEALTHCARE
930386868,311329423,TRINITY HEALTH FOUNDATION
930386868,341818681,TRINITY HEALTH SYSTEM
930386868,300752920,TRINITY HEALTH SYSTEM GROUP
930386868,275401105,TRINITY HOSPITAL TWIN CITY
930386868,341522484,TRI-STATE HEALTH SERVICES INC
930386868,410721642,UNITY FAMILY HEALTHCARE
930386868,450226714,VILLA NAZARETH INC
930386868,221768334,VISITING NURSE ASSOCIATION OF ST CLARE'S INC
930430029,930751507,Tuality Healthcare Foundation
930430029,930840810,Tuality Property Management
930110095,930391573,GOOD SAMARITAN HOSPITAL CORVALLIS
930110095,930712890,ALBANY GENERAL HOSPITAL FOUNDATION
930110095,930900124,FIRSTCARE HEALTH FOUNDATION
930110095,930932697,FIRSTCARE MEDICAL FOUNDATION
930110095,237252406,GOOD SAMARITAN HOSPITAL FOUNDATION
930110095,931124326,INTERCOMMUNITY HEALTH PLANS INC
930110095,931260080,LEBANON COMMUNITY HOSPITAL FOUNDATION
930110095,930396847,MID-VALLEY HEALTHCARE INC
930110095,731668317,PARADIGM INDEMNITY CORPORATION
930110095,930951989,SAMARITAN HEALTH SERVICES INC
930110095,931305493,SAMARITAN NORTH LINCOLN HOSPITAL
930110095,931329784,SAMARITAN PACIFIC HEALTH SERVICES
930110095,931245534,SAMARITAN SENIOR CARE INC
930110095,930867677,NORTH LINCOLN HOSPITAL FOUNDATION
237083114,931176109,OREGON HEALTH & SCIENCE UNIVERSITY
237083114,930579589,DOERNBECHER CHILDREN'S HOSPITAL FDN
237083114,814624043,OREGON RURAL HEALTH INITIATIVE
936022772,930711337,Oregon 4-H Foundation
936022772,473315262,The Beaver Caucus
936022772,930470717,Oregon State University Alumni Association
930591528,237426300,LEGACY HEALTH
930591528,930386823,LEGACY EMANUEL HOSPITAL & HEALTH CENTER
930591528,930386793,LEGACY GOOD SAMARITAN HOSPITAL & MEDICAL
930591528,930618975,LEGACY MERIDIAN PARK HOSPITAL
930591528,331065485,LEGACY SALMON CREEK HOSPITAL
930591528,930848530,LEGACY VISITING NURSE ASSOCIATION
930591528,930794951,MT HOOD MEDICAL CENTER FOUNDATION
930591528,936095667,EMANUEL MEDICAL CENTER FOUNDATION
930591528,931314469,RANDALL CHILDRENS HOSPITAL FOUNDATION
930591528,237017276,GOOD SAMARITAN FOUNDATION
930591528,930773410,MERIDIAN PARK MEDICAL FOUNDATION
930591528,830433165,SALMON CREEK HOSPITAL FOUNDATION
930591528,931121816,LEGACY ADVENTIST VENTURE
930591528,465562403,LEGACY HEALTH FOUNDATION
930591528,930281321,SILVERTON HEALTH
930591528,930913392,SILVERTON HEALTH FOUNDATION
930583856,931091701,COLUMBIA MEMORIAL HOSPITAL FOUNDATION
930583856,931306211,COLUMBIA MEMORIAL HOSPITAL AUXILIARY
936021111,516077555,OW CARP PENSION
936021111,936049213,OW CARP VACATION
936021111,931244138,OW CARP 401(K)
930396847,930110095,ALBANY GENERAL HOSPITAL
930396847,930712890,ALBANY GENERAL HOSPITAL FOUNDATION
930396847,930900124,FIRSTCARE HEALTH FOUNDATION
930396847,930932697,FIRSTCARE MEDICAL FOUNDATION
930396847,237252406,GOOD SAMARITAN HOSPITAL FOUNDATION
930396847,931124326,INTERCOMMUNITY HEALTH PLANS INC
930396847,931260080,LEBANON COMMUNITY HOSPITAL FOUNDATION
930396847,930391573,GOOD SAMARITAN HOSPITAL CORVALLIS
930396847,731668317,PARADIGM INDEMNITY CORPORATION
930396847,930951989,SAMARITAN HEALTH SERVICES INC
930396847,931305493,SAMARITAN NORTH LINCOLN HOSPITAL
930396847,931329784,SAMARITAN PACIFIC HEALTH SERVICES
930396847,931245534,SAMARITAN SENIOR CARE INC
930396847,930867677,NORTH LINCOLN HOSPITAL FOUNDATION
930453216,931067253,PACIFIC RETIREMENT SERVICES INC
930453216,472352652,PACIFIC RETIREMENT SERVICES FOUNDATION INC
930453216,750891470,THE CUMBERLAND REST INC
930453216,930557803,CASCADE MANOR INC
930453216,931179254,UNIVERSITY RETIREMENT COMMUNITY AT DAVIS
930453216,930513697,HOLLADAY PARK PLAZA
930453216,391412320,CAPITOL LAKES INC
930453216,930712867,ROGUE VALLEY MANOR FOUNDATION INC
930453216,931301816,UNIVERSITY RETIREMENT COMMUNITY FOUNDATION INC
930453216,912162130,TRINITY TERRACE FOUNDATION INC
930453216,264529118,HOLLADAY PARK PLAZA FOUNDATION INC
930453216,450574348,MIRABELLA WASHINGTON FOUNDATION
930453216,931330100,CASCADE MANOR FOUNDATION INC
930453216,383781089,CAPITOL LAKES FOUNDATION INC
930453216,342030255,MIRABELLA
930453216,452508860,MIRABELLA PORTLAND FOUNDATION INC
930453216,711016384,MIRABELLA AT SOUTH WATERFRONT
930453216,930892261,COMMUNITY VOLUNTEER NETWORK
930453216,930864466,RVM HOUSING CORPORATION
930453216,930942933,RVM ASHLAND HOUSING CORPORATION
930453216,943136037,RVM GRANTS PASS HOUSING CORPORATION
930453216,943179782,RVM ROSEBURG HOUSING CORPORATION
930453216,943162074,RVM MYRTLE CREEK HOUSING CORPORATION
930453216,943163349,RVM BEND HOUSING CORPORATION
930453216,943191447,RVM EAGLE POINT HOUSING CORPORATION
930453216,943196455,RVM KLAMATH FALLS HOUSING CORPORATION
930453216,943212537,RVM MEDFORD II HOUSING CORPORATION
930453216,943194409,RVM LIVELY OAKS HOUSING CORPORATION
930453216,943212538,RVM REEDSPORT HOUSING CORPORATION
930453216,943212540,RVM YREKA HOUSING CORPORATION
930453216,943247154,RVM EUGENE HOUSING CORPORATION
930453216,311520436,RVM FORT WORTH I HOUSING CORPORATION
930453216,943260016,RVM BEND II HOUSING CORPORATION
930453216,311587415,RVM FORT WORTH II HOUSING CORPORATION
930453216,311587418,RVM MEDFORD III HOUSING CORPORATION
