year,ein,object_id,form,source,compensation,income,revenue,assets,expenses
2018,271789847,201941349349306584,IRS990,part_i,31552986,1423727,79442806,71400438,78019079
2018,936021113,201942489349301014,IRS990,part_i,0,12777541,71615683,107720918,58838142
2018,930251640,201823179349307947,IRS990,part_i,17195723,9224092,62640820,1372660012,53416728
2018,930785786,201930359349301108,IRS990,part_i,12155998,-640568,70561361,39146383,71201929
2018,930770054,201921359349310242,IRS990,part_i,49570867,2860412,70828863,45104374,67968451
2018,936021893,201823199349104847,IRS990PF,pf_part_i,446232,0,12276317,,12836025
2018,931305493,201833199349318133,IRS990,part_i,39412622,10841744,73428345,30932878,62586601
2018,383849354,201922269349300042,IRS990,part_i,79701071,-28565610,67697017,32294234,96262627
2018,930389726,201941349349304004,IRS990,part_i,22922668,14752384,67314639,1154635512,52562255
2018,930444581,201941339349305899,IRS990,part_i,21347032,13916929,59866405,1316827425,45949476
2018,930717997,201843379349300384,IRS990,part_i,41822859,5878429,62362545,54133170,56484116
2018,931179254,201942249349300019,IRS990,part_i,10106025,6542179,29920055,101732823,23377876
2018,936024141,201902979349301725,IRS990,part_i,0,-1179431,32713533,28144787,33892964
2018,930591240,201843189349310454,IRS990,part_i,40946929,2167618,61641420,30540292,59473802
2018,930243503,201833199349318928,IRS990,part_i,20840800,10375415,52172923,1118025963,41797508
2018,930958642,201833069349300933,IRS990,part_i,1445311,0,56016818,132892115,56016818
2018,931300043,201931789349301103,IRS990,part_i,0,20850415,28101048,157856365,7250633
2018,930878944,201910809349300641,IRS990,part_i,15427644,-399994,53372388,32345042,53772382
2018,936024307,201813199349307796,IRS990,part_i,18424801,4919479,51900962,829184553,46981483
2018,930468214,201921309349304882,IRS990,part_i,28663455,501351,40699731,77970810,40198380
2018,200195556,201911939349301706,IRS990,part_i,31694866,-3276844,53838830,56774104,57115674
2018,930814638,201910529349300721,IRS990,part_i,16819713,7073108,40366060,86021919,33292952
2018,930415219,201803189349312260,IRS990,part_i,30154773,-581515,48519096,58141140,49100611
2018,300179374,201941629349100759,IRS990PF,pf_part_i,8100,0,16420195,,4001659
2018,943092928,201941309349100619,IRS990PF,pf_part_i,0,0,49297486,,38590236
2018,931046399,201833189349311598,IRS990,part_i,0,56970078,67554782,374790047,10584704
2018,911829317,201823109349301427,IRS990,part_i,664147,-9808650,41947591,28806864,51756241
2018,936029224,201901159349301000,IRS990,part_i,0,2721451,22791093,41665551,20069642
2018,930502822,201901169349301310,IRS990,part_i,36413181,3967681,47914692,53800005,43947011
2018,930232310,201821139349300517,IRS990,part_i,21751285,3817417,41090391,92506369,37272974
2018,731668317,201843199349318509,IRS990,part_i,0,1268884,8185195,35296616,6916311
2018,930465543,201833149349300308,IRS990,part_i,13654795,8866699,37591520,691103235,28724821
2018,941312349,201931349349305288,IRS990,part_i,12804273,300379,42734277,22781413,42433898
2018,930468003,201922219349301142,IRS990,part_i,19835962,12433264,44150516,1105525152,31717252
2018,930619733,201940609349301604,IRS990,part_i,7458587,14918536,44117418,136873492,29198882
2018,930454786,201912249349301731,IRS990,part_i,18554266,6452995,42516469,91632560,36063474
2018,930804385,201911359349305431,IRS990,part_i,25747870,4930158,43820429,39108845,38890271
2018,930386966,201911309349303341,IRS990,part_i,34931798,245725,42879490,26435509,42633765
2018,810609831,201942549349300719,IRS990,part_i,26740997,4629032,41951829,55767898,37322797
2018,930407022,201922569349300087,IRS990,part_i,27761534,179105,41598004,48320991,41418899
2018,930988354,201823109349100732,IRS990PF,pf_part_i,0,0,744517,,21016
2018,237108002,201843559349100109,IRS990PF,pf_part_i,239070,0,14173576,,8106612
2018,930386780,201911309349304001,IRS990,part_i,32294883,54578,40217202,35972798,40162624
2018,930473211,201830439349300793,IRS990,part_i,15958563,4125283,31853335,62543611,27728052
2018,711016384,201932119349301368,IRS990,part_i,9016529,-2560256,24963907,178711410,27524163
2018,930386804,201930119349300803,IRS990,part_i,18803144,-1205309,26422746,70422999,27628055
2018,931228867,201832819349300118,IRS990,part_i,11487698,45604,36408989,14610592,36363385
2018,930146827,201913019349301801,IRS990,part_i,5884085,0,38053318,106012066,38053318
2018,916034674,201911209349301721,IRS990,part_i,0,2006294,35598365,15492135,33592071
2018,930323147,201932279349302283,IRS990,part_i,15083877,946548,32103804,25022249,31157256
2018,931329158,201920819349301502,IRS990,part_i,23283960,2806304,34262615,20792133,31456311
2018,342030255,201922249349301982,IRS990,part_i,13841861,-4844748,30472509,213555138,35317257
2018,931326405,201910949349301126,IRS990,part_i,2572212,4825912,13594506,55765409,8768594
2018,936031270,201900609349300825,IRS990,part_i,13345560,6689271,31667293,37504058,24978022
2018,910973983,201931969349302278,IRS990,part_i,0,2693229,20137991,23365553,17444762
2018,202587840,201813309349300241,IRS990,part_i,14542637,-295825,34798632,12962255,35094457
2018,930977878,201910999349300146,IRS990,part_i,1238284,392491,2514656,11186029,2122165
2018,271790052,201921349349306582,IRS990,part_i,17046311,1503462,34431682,18454570,32928220
2018,461574842,201931359349306343,IRS990,part_i,0,2019001,29207627,526849209,27188626
2018,930572370,201922189349301267,IRS990,part_i,14569530,2652856,33562288,37054248,30909432
2018,930421470,201833189349304533,IRS990,part_i,13217301,317805,18105068,39173067,17787263
2018,936087366,201902269349300540,IRS990,part_i,1110634,919704,4996673,31417235,4076969
2018,510480478,201812209349300521,IRS990,part_i,20450810,305871,33014859,4440637,32708988
2018,943096772,201803359349300000,IRS990,part_i,24783299,820763,31995226,29114623,31174463
2018,930463816,201813199349319061,IRS990,part_i,12631961,2539131,28550853,146029760,26011722
2018,273146613,201823189349311567,IRS990,part_i,0,0,24390844,81263033,24390844
2018,431960221,201921309349301757,IRS990,part_i,15664816,2814050,31364579,25780410,28550529
2018,930980637,201833129349303413,IRS990,part_i,24894054,938273,31713323,9210557,30775050
2018,930402877,201922889349302292,IRS990,part_i,11139440,8292180,30484524,61239609,22192344
2018,510204735,201923049349301067,IRS990,part_i,4147344,8853594,29555774,36273173,20702180
2018,930243443,201901969349301605,IRS990,part_i,16267979,2449981,26785959,50341694,24335978
2018,931268744,201940709349300864,IRS990,part_i,26663311,-85884,29859824,15425939,29945708
2018,263946191,201921339349307947,IRS990,part_i,29899775,-12064132,29969005,4931134,42033137
2018,930513697,201932119349301468,IRS990,part_i,7652695,2614887,20712754,75645840,18097867
2018,936049213,201901969349302320,IRS990,part_i,0,1398889,15450791,11039494,14051902
2018,911829325,201921829349301127,IRS990,part_i,1126379,1939757,5998817,32356285,4059060
2018,930386981,201901689349300955,IRS990,part_i,18470556,603892,29152836,25788738,28548944
2018,930309970,201930989349301213,IRS990,part_i,16258446,3595232,28095219,31760966,24499987
2018,931067253,201932269349302198,IRS990,part_i,11390055,5505777,27539367,63740444,22033590
2018,930386880,201941339349301164,IRS990,part_i,10822447,11157855,27959893,73979925,16802038
2018,911833480,201941299349301954,IRS990,part_i,14650582,229545,28406277,296265500,28176732
2018,237113266,201813179349305396,IRS990,part_i,483473,225704,2785383,37143055,2559679
2018,930611783,201910889349300226,IRS990,part_i,22992266,21309,28317686,16559284,28296377
2018,946667029,201931139349300123,IRS990,part_i,0,1832680,25409995,23135659,23577315
2018,237332778,201911339349300721,IRS990,part_i,7010610,-1583302,25387066,17956986,26970368
2018,237257390,201900459349301365,IRS990,part_i,8819856,476203,27614725,20426648,27138522
2018,930477890,201823139349302522,IRS990,part_i,7218892,2506682,17591185,93984312,15084503
2018,526038494,201920449349300127,IRS990,part_i,0,5640630,26872482,27090205,21231852
2018,930354176,201910379349301271,IRS990,part_i,18895286,811344,27131091,11906187,26319747
2018,930723862,201911219349301636,IRS990,part_i,8558986,-1493087,25976068,10918458,27469155
2018,930433696,201843199349307524,IRS990,part_i,8509430,297774,22479847,35294987,22182073
2018,930554941,201941349349305529,IRS990,part_i,13769239,420067,26490876,6754630,26070809
2018,930857426,201901359349307645,IRS990,part_i,4406006,295273,26468453,6948835,26173180
2018,936031208,201900729349300410,IRS990,part_i,0,-629809,19418105,11863525,20047914
2018,930579589,201931289349300523,IRS990,part_i,0,5536601,16853224,90752927,11316623
2018,237056987,201931359349311863,IRS990,part_i,10829900,362190,25646849,11699163,25284659
2018,930634049,201921429349301462,IRS990,part_i,8960410,-3482468,12243972,35641653,15726440
2018,930806295,201900869349301300,IRS990,part_i,17095416,835017,25261894,10529849,24426877
2018,930391604,201900469349302025,IRS990,part_i,9653260,4160552,23292679,143259197,19132127
2018,931215381,201930439349300428,IRS990,part_i,17829214,492395,25092319,18798799,24599924
2018,930746782,201832719349300238,IRS990,part_i,5255834,1885526,16640927,13553680,14755401
2018,930756143,201942919349301314,IRS990,part_i,15444701,1016072,21185007,22026607,20168935
2018,930605570,201941359349311444,IRS990,part_i,13881433,6307318,24921211,31613192,18613893
2018,930509414,201911309349301726,IRS990,part_i,18515323,-197132,24326062,12822884,24523194
2018,826030679,201931059349301903,IRS990,part_i,0,2260094,10126925,21015316,7866831
2018,930752805,201901339349301680,IRS990,part_i,10119258,780147,22530389,24335375,21750242
2018,930582124,201911359349307566,IRS990,part_i,4116213,-215573,23540071,21945954,23755644
2018,931139187,201811359349310126,IRS990,part_i,8942369,-3577234,20565633,41262984,24142867
2018,470927354,201922529349100867,IRS990PF,pf_part_i,6600,0,13960020,,1285949
2018,237098400,201932249349300443,IRS990,part_i,14661468,1322175,23743183,14659756,22421008
2018,931019725,201940579349300334,IRS990,part_i,738724,-5923815,6092216,85521124,12016031
2018,930753926,201911219349301716,IRS990,part_i,11163187,8422821,22641013,21824881,14218192
2018,930177555,201930289349300873,IRS990,part_i,658670,1398089,4637330,22092401,3239241
2018,930446527,201921359349309227,IRS990,part_i,10818722,5737577,25440541,24323667,19702964
2018,930792758,201932039349300268,IRS990,part_i,0,-204635,22495338,6543850,22699973
2018,270745672,201833189349103178,IRS990PF,pf_part_i,15050,0,9687879,,4823522
2018,930415213,201833179349305003,IRS990,part_i,12021251,-1531956,20083101,61136943,21615057
2018,931014288,201901349349306365,IRS990,part_i,16441884,294205,22261739,10939169,21967534
2018,931229227,201901359349311505,IRS990,part_i,0,7217211,11265336,104503363,4048125
2018,800875249,201802679349100410,IRS990PF,pf_part_i,0,0,1873551,,1694101
2018,930461940,201901339349301125,IRS990,part_i,14689687,67885,21533484,27038605,21465599
2018,930910794,201803139349301480,IRS990,part_i,10889412,2187220,16674708,18105001,14487488
2018,943192331,201941279349101739,IRS990PF,pf_part_i,5000,0,4258502,,3151833
2018,930498054,201821309349304142,IRS990,part_i,7114736,2192692,19787039,71100342,17594347
2018,930628804,201930299349301268,IRS990,part_i,15126890,305408,20337834,19960010,20032426
2018,930977166,201941309349305149,IRS990,part_i,5007833,1769735,20699913,31440112,18930178
2018,911943624,201901289349300935,IRS990,part_i,916366,-7216,20643698,36465184,20650914
2018,930716860,201901229349301095,IRS990,part_i,12546207,286209,20452945,15191749,20166736
2018,930553346,201802999349301655,IRS990,part_i,11818321,-202689,19138144,8145461,19340833
2018,930464898,201921929349301212,IRS990,part_i,0,1713041,14297242,9201049,12584201
2018,930398802,201921339349304172,IRS990,part_i,8190102,-491447,16294113,29608200,16785560
2018,930801200,201901359349304485,IRS990,part_i,4282255,1721074,12922286,29205309,11201212
2018,930512235,201801649349300100,IRS990,part_i,9069404,2169610,17606610,23076530,15437000
2018,930395591,201931339349307503,IRS990,part_i,12868363,530670,19548073,16762034,19017403
2018,930591582,201921349349308827,IRS990,part_i,10215367,953301,19657275,10205720,18703974
2018,930558819,201813109349301501,IRS990,part_i,0,3957480,4539254,52223600,581774
2018,237366812,201942819349300429,IRS990,part_i,14837889,-383685,19498108,12157551,19881793
2018,261168995,201941359349311084,IRS990,part_i,7217640,-39910,19275466,5636224,19315376
2018,930386890,201930609349301043,IRS990,part_i,9554150,-419830,19206078,33132475,19625908
2018,930848530,201920469349302267,IRS990,part_i,12347869,1093598,19186874,8328329,18093276
2018,930630376,201921289349301797,IRS990,part_i,6506805,378488,15191126,32752565,14812638
2018,930813981,201842839349301364,IRS990,part_i,7321275,100544,16513036,62515613,16412492
2018,930587136,201901359349313100,IRS990,part_i,8546186,-803795,18774691,18683819,19578486
2018,930134820,201932039349301048,IRS990,part_i,78233,1256361,18640774,39416932,17384413
2018,930608012,201901299349302805,IRS990,part_i,12055616,1102631,18533255,11028153,17430624
2018,930196209,201901349349307925,IRS990,part_i,4059739,1900547,14404626,19988706,12504079
2018,237017276,201910469349302261,IRS990,part_i,0,6278938,12985851,97855019,6706913
2018,930564896,201922559349300342,IRS990,part_i,14137822,310325,17955597,9965252,17645272
2018,930685734,201940329349301229,IRS990,part_i,9225316,829754,14841081,18015130,14011327
2018,921069936,201911789349300126,IRS990,part_i,13110423,227552,17846770,20350374,17619218
2018,931086629,201823179349303827,IRS990,part_i,10350266,-723596,17462590,8726443,18186186
2018,930564141,201922389349301502,IRS990,part_i,11840001,-150920,17502428,10403605,17653348
2018,930644303,201940889349300514,IRS990,part_i,12576704,616258,17449346,11229375,16833088
2018,273524752,201843199349317399,IRS990,part_i,9997315,824305,15998883,9573173,15174578
2018,521957214,201910309349300346,IRS990,part_i,12246190,136552,17323909,20695960,17187357
2018,936028906,201930089349301238,IRS990,part_i,0,-218068,17372123,15625565,17590191
2018,930888347,201910239349301101,IRS990,part_i,3140582,1503209,17153933,10843235,15650724
2018,930713827,201813169349303041,IRS990,part_i,5594142,1529376,11798544,7361253,10269168
2018,930571472,201823519349300332,IRS990,part_i,6072178,1184123,14522611,10616789,13338488
2018,931244750,201922119349100007,IRS990PF,pf_part_i,0,0,67386,,128016
2018,930557803,201912119349301366,IRS990,part_i,4907080,-851958,11032470,41909835,11884428
2018,930621534,201843179349308414,IRS990,part_i,10040766,846436,15312753,11095576,14466317
2018,930386852,201910859349301211,IRS990,part_i,12786105,-5303390,17097107,60516897,22400497
2018,930884929,201910329349301316,IRS990,part_i,6877302,768341,17011313,9394850,16242972
2018,930800140,201843199349308439,IRS990,part_i,188262,1502273,4011319,29780740,2509046
2018,930386792,201823179349307412,IRS990,part_i,4286604,9173156,18055861,43842879,8882705
2018,911662698,201912549349301211,IRS990,part_i,7297075,41569,16553228,141856362,16511659
2018,930665396,201911359349310521,IRS990,part_i,3449261,116592,16090421,9028382,15973829
2018,911854545,201832979349300343,IRS990,part_i,650461,2018944,4397394,52378646,2378450
2018,930712867,201932249349300018,IRS990,part_i,233095,1710463,3285223,14663579,1574760
2018,352198318,201903049349302120,IRS990,part_i,0,619254,15756818,6192403,15137564
2018,930399051,201910709349300636,IRS990,part_i,5570613,145014,8798193,18989626,8653179
2018,930569684,201901359349309825,IRS990,part_i,11409864,445553,15533814,4715391,15088261
2018,931070304,201930429349300933,IRS990,part_i,11071789,303326,14670839,11907875,14367513
2018,930266190,201902709349301470,IRS990,part_i,1164675,1372167,3280979,28513120,1908812
2018,930582004,201920469349301287,IRS990,part_i,9876701,-483348,13289609,9875544,13772957
2018,930573822,201911339349307966,IRS990,part_i,6041728,-144665,10135644,14367307,10280309
2018,931186020,201942559349300929,IRS990,part_i,537173,333721,14863590,1373025,14529869
2018,931248795,201833189349311818,IRS990,part_i,2688798,180719,15023138,24243630,14842419
2018,461237162,201833199349104508,IRS990PF,pf_part_i,98487,0,1602382,,1840687
2018,930903773,201900429349300725,IRS990,part_i,10940287,-192967,14815452,3972508,15008419
2018,566502391,201801359349102295,IRS990PF,pf_part_i,0,0,3602244,,1020346
2018,930471873,201823189349309817,IRS990,part_i,7194830,-3443759,13408569,78663310,16852328
2018,930910213,201901349349303615,IRS990,part_i,6140891,3656203,13640134,16203100,9983931
2018,272624875,201921709349100617,IRS990PF,pf_part_i,0,0,7273911,,1780475
2018,930606316,201900429349301190,IRS990,part_i,9133961,-1385289,14326173,3438061,15711462
2018,930269331,201922569349300142,IRS990,part_i,595882,8096528,13205386,10621944,5108858
2018,930686923,201911299349302396,IRS990,part_i,10627646,177300,14284724,10278560,14107424
2018,931255764,201832189349301063,IRS990,part_i,0,493913,12732876,8421888,12238963
2018,753098324,201833139349100528,IRS990PF,pf_part_i,0,0,4331711,,8014276
2018,930454456,201902569349301255,IRS990,part_i,3424396,0,14171244,30994366,14171244
2018,930478660,201901649349300920,IRS990,part_i,5556218,918081,14157572,71189376,13239491
2018,930241933,201833189349313228,IRS990,part_i,4227507,590692,9808985,307677137,9218293
2018,943034161,201910709349301206,IRS990,part_i,2646791,218242,13825193,6715343,13606951
2018,930728229,201911689349301196,IRS990,part_i,10481313,140829,13885407,3736546,13744578
2018,930386791,201922209349301472,IRS990,part_i,4711144,3014026,10798408,11957298,7784382
2018,273445544,201941309349301724,IRS990,part_i,981823,9343,13682504,6663298,13673161
2018,936025789,201900749349300700,IRS990,part_i,0,316495,13364195,3468488,13047700
2018,930557964,201901429349301865,IRS990,part_i,8152553,211393,12607963,3643911,12396570
2018,930395815,201911849349300941,IRS990,part_i,839236,-570270,13485603,30577785,14055873
2018,931180397,201900299349301310,IRS990,part_i,6076667,1862952,13404255,12723609,11541303
2018,930893420,201843199349307839,IRS990,part_i,6525245,-302276,12579071,4004868,12881347
2018,342057513,201900439349300240,IRS990,part_i,7495016,775746,13400490,12468663,12624744
2018,931090005,201942279349303084,IRS990,part_i,2234566,5477931,13187193,7652266,7709262
2018,930738493,201823189349307902,IRS990,part_i,9180048,-1028292,11781769,10506395,12810061
2018,931234625,201930999349300728,IRS990,part_i,9788988,189114,12113800,10992869,11924686
2018,263035522,201911989349301256,IRS990,part_i,4537645,-89486,10284556,14069360,10374042
2018,931254171,201812749349100411,IRS990PF,pf_part_i,0,0,1188626,,532443
2018,930937286,201911029349300136,IRS990,part_i,9719697,33964,12823843,4631488,12789879
2018,930567549,201900929349300220,IRS990,part_i,8066601,868181,12812555,10037765,11944374
2018,510163758,201941309349301614,IRS990,part_i,143582,-4217762,3729007,60678133,7946769
2018,452590784,201843179349303559,IRS990,part_i,0,-366970,134525,11405526,501495
2018,930391547,201841349349310904,IRS990,part_i,3308996,-685649,7096227,11407980,7781876
2018,930495655,201811499349300651,IRS990,part_i,9039335,44239,14296306,2298775,14252067
2018,273990987,201941639349301059,IRS990,part_i,11459884,-2173208,12605560,9952271,14778768
2018,264077120,201911349349304421,IRS990,part_i,8252894,259318,12553176,5480392,12293858
2018,930706892,201920949349300227,IRS990,part_i,7901690,552115,12481243,7893320,11929128
2018,930782374,201901709349300000,IRS990,part_i,4551113,1256065,12346625,30829356,11090560
2018,237423789,201921339349102202,IRS990PF,pf_part_i,0,0,2977889,,1787637
2018,931269087,201920819349300432,IRS990,part_i,8883485,-501651,12354156,6700341,12855807
2018,930470717,201941299349300039,IRS990,part_i,2135659,1722810,6694106,19639970,4971296
2018,916070467,201833069349301263,IRS990,part_i,10270,155222,7325734,12164500,7170512
2018,930984702,201930789349300218,IRS990,part_i,9711908,202008,12312808,6323314,12110800
2018,930400250,201941309349305374,IRS990,part_i,287796,290017,9719163,29492954,9429146
2018,930514209,201921359349310807,IRS990,part_i,5392793,2264534,12038377,34232819,9773843
2018,931230223,201843189349313029,IRS990,part_i,7657120,973495,11219820,12516908,10246325
2018,936021772,201931359349313103,IRS990,part_i,0,887851,10129595,11577936,9241744
2018,936227660,201842899349300824,IRS990,part_i,0,1283125,11437595,5294963,10154470
2018,930306737,201931899349300208,IRS990,part_i,2895449,1199970,11912426,29873930,10712456
2018,930630002,201931009349300033,IRS990,part_i,8587289,851354,11802407,14364780,10951053
2018,481291935,201911969349302126,IRS990,part_i,1302211,413940,11813418,2890808,11399478
2018,272028308,201843139349301389,IRS990,part_i,11462949,-3902330,11370760,18235835,15273090
2018,936041618,201912569349300531,IRS990,part_i,0,-732315,4871913,36515946,5604228
2018,931037330,201940449349301249,IRS990,part_i,1156830,679417,5961611,141356627,5282194
2018,930867677,201813199349318421,IRS990,part_i,0,261165,464234,5177641,203069
2018,930738797,201901239349301750,IRS990,part_i,6985163,2099731,11392285,24723165,9292554
2018,930354500,201842579349301229,IRS990,part_i,7237134,873150,10449576,9369991,9576426
2018,237030910,201920969349300612,IRS990,part_i,0,1771489,4173240,32806714,2401751
2018,930806912,201902419349301300,IRS990,part_i,2087844,1639533,5870531,17236016,4230998
2018,930547036,201823559349300902,IRS990,part_i,6524460,17920,11112777,17895099,11094857
2018,930391599,201942959349300114,IRS990,part_i,4489444,1020596,10972843,32029982,9952247
2018,475373459,201932039349100128,IRS990PF,pf_part_i,0,0,3192048,,1393481
2018,931141536,201930719349301153,IRS990,part_i,6308118,-477552,10778078,11930444,11255630
2018,930554156,201941269349301484,IRS990,part_i,5417890,474808,11043753,12452500,10568945
2018,930613108,201820169349300812,IRS990,part_i,7123411,611217,12082983,6916828,11471766
2018,237170147,201920289349300772,IRS990,part_i,0,-27451,10675893,1275413,10703344
2018,043703021,201900469349302105,IRS990,part_i,0,2051823,10544606,41532762,8492783
2018,930623709,201910189349300836,IRS990,part_i,2558153,-27984,10673906,2896092,10701890
2018,931078543,201832849349301858,IRS990,part_i,609842,435843,2677540,23931079,2241697
2018,930818160,201833139349303973,IRS990,part_i,2369557,-215700,8688413,5766089,8904113
2018,931200088,201911319349100106,IRS990PF,pf_part_i,0,0,2152052,,151427
2018,930895184,201931359349313753,IRS990,part_i,3530795,1960246,10315176,15044890,8354930
2018,931300690,201910919349300741,IRS990,part_i,1681483,-93055,7135577,9862246,7228632
2018,930584318,201940849349300549,IRS990,part_i,5239622,-191955,9898954,20449693,10090909
2018,320016048,201921359349311132,IRS990,part_i,2739127,2129,9005091,2229822,9002962
2018,930632048,201931349349309148,IRS990,part_i,8351640,169365,10106258,3222846,9936893
2018,931134865,201910809349300246,IRS990,part_i,5004312,-486584,9508072,3277841,9994656
2018,226930631,201911199349101006,IRS990PF,pf_part_i,25000,0,2682888,,812546
2018,930243430,201910089349301146,IRS990,part_i,5719120,1066026,9184400,15833750,8118374
2018,936023043,201833179349301598,IRS990,part_i,0,853255,9952822,6194238,9099567
2018,931133639,201843179349307979,IRS990,part_i,453212,884863,10029418,56985590,9144555
